Customer ID,L,R,F,M,S
13246,131,28,5,1400.13,0.3817378962308784
13249,283,36,6,897.52,0.3760999842296167
13250,41,95,2,256.04,0.3010645008673711
13251,0,37,1,252.68,0.3603217158176944
13252,231,29,2,399.3,0.3718419807601325
13253,273,65,2,1920.71,0.3332360826368081
13254,0,11,1,51.41,0.3882037533512064
13255,138,8,2,504.95,0.3943620879987384
13257,0,71,1,149.75,0.3238605898123324
13258,20,14,2,336.6,0.387927771644851
13259,301,32,8,1141.06,0.3862718814067181
13262,211,24,2,373.16,0.3772039110550386
13263,19,28,4,1250.62,0.3787967197602902
13264,0,77,1,722.5600000000001,0.317426273458445
13266,309,48,7,2300.78,0.3661725279924302
13267,365,1,18,5236.77,0.4489276139410187
13269,368,4,14,3545.47,0.4339457498817222
13270,0,1,1,590.0,0.3989276139410188
13274,0,44,1,360.85,0.3528150134048258
13275,248,18,2,241.66,0.383638227408926
13276,245,32,3,1348.33,0.3715659990537769
13277,159,15,3,264.9,0.3897965620564579
13278,210,34,3,893.12,0.3694212269358145
13280,265,14,4,1507.77,0.3938101245860275
13281,0,74,1,350.85,0.3206434316353888
13282,0,41,1,181.05,0.3560321715817695
13283,72,202,2,279.7,0.1863191925563791
13285,23,235,2,655.47,0.1509304526099984
13286,0,235,1,734.91,0.1479892761394102
13287,101,238,3,781.59,0.1506544709036429
13288,223,78,5,927.61,0.3281185932818167
13289,0,358,1,307.95,0.0160857908847185
13290,0,73,1,208.63,0.3217158176943699
13291,252,49,10,2959.73,0.3739236713452137
13292,110,50,3,415.57,0.3522630499921148
13293,276,27,6,1192.94,0.3857514587604478
13294,0,281,1,815.79,0.0986595174262734
13295,200,11,3,900.77,0.3940861062923829
13296,153,58,5,705.11,0.3495663144614414
13297,157,20,3,2278.77,0.3844346317615518
13299,104,58,2,1076.2,0.3407427850496767
13300,186,23,2,913.62,0.3782762971140199
13302,0,161,1,95.45,0.2273458445040214
13303,0,35,1,61.72,0.3624664879356568
13304,213,90,3,917.57,0.3093676076328655
13305,266,7,7,1753.85,0.4101403564106607
13306,0,65,1,53.65,0.3302949061662198
13307,104,122,2,258.34,0.2721100772748778
13308,0,231,1,284.86,0.1522788203753351
13309,0,27,1,249.58,0.3710455764075067
13310,21,15,2,409.17,0.3868553855858697
13312,0,86,1,124.75,0.3077747989276139
13313,257,114,7,1890.0,0.2953950480996688
13315,0,324,1,310.26000000000005,0.0525469168900804
13316,247,27,6,7213.84,0.3857514587604478
13317,340,20,13,4212.411,0.4138463964674341
13319,367,0,34,11236.95,0.4970588235294118
13320,44,69,2,679.4,0.3289465384008831
13324,135,63,8,3391.52,0.3530279135782999
13326,0,67,1,281.76,0.3281501340482574
13327,355,0,14,6251.71,0.438235294117647
13329,368,1,7,4323.97,0.4165746727645482
13330,199,90,3,1665.25,0.3093676076328655
13331,0,36,1,262.4,0.3613941018766756
13333,247,46,3,1015.74,0.3565525942280397
13334,116,171,2,2726.93,0.2195631603847973
13337,0,181,1,1575.26,0.2058981233243968
13338,161,176,3,1958.6,0.2171424065604794
13340,237,52,5,11364.08,0.3560006308153288
13346,133,97,6,299.4,0.3106844346317616
13357,132,129,4,3228.41,0.2704857278031856
13359,0,38,1,603.75,0.3592493297587131
13360,269,66,4,1553.65,0.3380460495190033
13361,145,107,2,1450.5,0.2881958681595963
13362,47,13,3,2303.33,0.3919413341744204
13363,0,44,1,731.36,0.3528150134048258
13367,0,66,1,510.2,0.3292225201072386
13368,8,49,2,498.1,0.3503942595805078
13369,0,0,1,308.28000000000003,0.4
13370,0,6,1,754.87,0.3935656836461126
13371,127,140,2,2297.66,0.2528071282132156
13373,317,50,3,4274.94,0.3522630499921148
13374,34,49,2,422.8,0.3503942595805078
13375,0,79,1,1013.58,0.3152815013404826
13377,249,31,2,1552.88,0.36969720864217
13380,0,67,1,62.4,0.3281501340482574
13381,358,14,6,4585.06,0.3996924775272039
13382,302,63,4,1164.59,0.341263207695947
13383,0,178,1,305.28000000000003,0.2091152815013405
13384,110,25,4,2528.9,0.3820138779372339
13386,22,49,2,835.46,0.3503942595805078
13387,0,52,1,189.44,0.3442359249329759
13388,0,238,1,508.55,0.1447721179624665
13392,0,312,1,91.14,0.0654155495978552
13393,148,218,4,1131.45,0.1750433685538558
13394,359,14,11,4101.68,0.4143983598801451
13395,21,35,2,872.51,0.365407664406245
13397,251,72,5,1647.74,0.3345529096357041
13398,0,83,1,213.0,0.3109919571045576
13399,54,99,3,275.4,0.2997161331020344
13400,0,217,1,310.83,0.1672922252010723
13402,192,7,3,913.9,0.3983756505283078
13403,335,22,2,154.5,0.3793486831730011
13405,242,116,3,641.36,0.2814855700993534
13406,204,62,2,568.92,0.3364532408137518
13407,83,213,3,2244.7,0.1774641223781738
13408,364,6,46,23616.422,0.5259186248225832
13410,338,28,4,1198.9,0.3787967197602902
13412,0,255,1,487.35,0.1265415549597855
13413,47,274,6,429.44,0.1208721021920832
13414,139,98,3,1103.64,0.3007885191610156
13415,255,107,4,800.67,0.2940782211007728
13416,0,371,1,228.3,0.0021447721179624
13417,121,182,4,1028.66,0.2136492666771802
13418,355,7,15,6106.17,0.4336697681753667
13421,257,41,6,2252.04,0.3707380539347106
13423,0,63,1,217.03,0.3324396782841823
13424,0,84,1,572.77,0.3099195710455764
13425,70,143,2,1779.42,0.2495899700362718
13426,347,17,12,4526.06,0.4141223781737896
13427,244,112,3,423.93,0.2857751143352783
13428,0,149,2,281.51,0.2431556536823844
13431,253,41,6,2047.14,0.3707380539347106
13432,40,206,2,439.1,0.1820296483204541
13433,195,136,4,658.32,0.262979025390317
13434,270,20,3,1132.62,0.3844346317615518
13435,123,11,2,665.34,0.3911449298217946
13438,0,182,1,46.5,0.2048257372654155
13439,138,23,2,702.9,0.3782762971140199
13440,28,58,7,1295.25,0.3554486674026179
13441,0,66,1,424.26,0.3292225201072386
13442,70,302,3,419.87,0.082021763128844
13443,228,83,6,1280.16,0.3256978394574988
13444,131,9,2,631.68,0.3932897019397571
13445,0,261,1,241.9,0.1201072386058981
13446,233,65,11,3881.89,0.3597066708721022
13448,359,8,9,5701.5,0.4149503232928561
13450,228,9,7,2076.32,0.4079955842926983
13451,246,16,6,4214.77,0.3975477054092414
13452,0,107,1,139.8,0.2852546916890081
13453,0,37,1,424.71,0.3603217158176944
13454,0,276,1,219.87,0.1040214477211796
13455,364,1,5,1847.59,0.4106923198233717
13457,48,323,2,148.22,0.0565604794196498
13458,9,14,2,2312.7000000000003,0.387927771644851
13459,57,259,2,1160.41,0.1251931871944488
13461,190,42,3,2715.0,0.3608421384639647
13462,315,45,4,1002.35,0.3605661567576093
13464,223,29,5,2422.96,0.3806655101718972
13465,139,81,2,931.12,0.3160779056931083
13466,219,43,4,705.45,0.3627109288755717
13468,368,3,38,7685.54,0.505606371234821
13469,0,288,1,82.4,0.0911528150134048
13472,91,98,2,592.24,0.2978473426904274
13473,149,209,6,2235.12,0.1905771960258634
13474,51,78,2,434.2,0.319295063870052
13476,237,41,3,823.0,0.3619145245229459
13477,227,90,5,1379.59,0.315249960574042
13478,207,104,5,2215.78,0.3002365557483047
13479,24,87,2,550.42,0.3096435893392209
13480,262,51,2,627.82,0.3482494874625453
13481,360,9,6,2026.28,0.4050544078221101
13482,0,262,1,151.45,0.1190348525469168
13484,256,18,2,476.92,0.383638227408926
13485,359,11,10,2564.98,0.4146743415865005
13487,229,140,2,271.47,0.2528071282132156
13488,316,2,11,6619.57,0.4272669925879199
13490,0,289,1,154.25,0.0900804289544236
13491,360,7,18,3350.74,0.4424932975871313
13495,364,3,6,3329.39,0.4114887241759975
13497,301,3,5,972.28,0.4085475477054093
13498,0,365,1,327.38,0.0085790884718498
13500,0,36,1,299.53,0.3613941018766756
13501,83,121,2,1544.79,0.273182463333859
13502,132,50,2,488.5,0.3493218735215266
13503,181,114,5,1688.54,0.2895126951584924
13506,90,4,4,1180.68,0.4045339851758398
13508,0,277,1,176.07999999999998,0.1029490616621983
13509,0,142,1,135.0,0.2477211796246649
13510,343,10,7,2766.73,0.4069231982337171
13511,0,311,1,282.76,0.0664879356568364
13512,196,22,3,462.18,0.3822898596435893
13513,213,76,2,619.49,0.3214398359880145
13514,253,63,3,663.7,0.3383220312253587
13515,195,84,2,374.7,0.3128607475161646
13516,0,52,1,295.85,0.3442359249329759
13519,0,77,1,220.46,0.317426273458445
13520,350,6,6,3285.05,0.4082715659990538
13523,35,1,2,1136.64,0.401868790411607
13526,0,373,2,1182.0,0.0029411764705882
13527,269,53,5,2396.23,0.3549282447563476
13530,0,269,1,402.98,0.1115281501340482
13531,369,1,5,1254.72,0.4106923198233717
13534,141,14,10,1850.82,0.4114571834095569
13535,0,37,1,89.5,0.3603217158176944
13537,26,60,2,717.85,0.3385980129317142
13538,279,31,5,1831.88,0.3785207380539347
13539,169,55,4,938.02,0.3498422961677969
13540,188,102,3,632.39,0.2964989749250907
13541,143,62,2,785.25,0.3364532408137518
13542,352,11,17,4006.17,0.4352625768806182
13543,52,269,2,1439.61,0.1144693266046364
13544,232,46,4,537.59,0.359493770698628
13545,153,25,2,374.64,0.3761315249960574
13546,42,17,2,465.15,0.3847106134679072
13547,0,43,1,175.53,0.353887399463807
13548,0,106,1,226.58,0.2863270777479893
13549,0,22,1,87.6,0.3764075067024128
13550,0,18,1,349.51,0.3806970509383378
13551,0,301,1,152.39999999999998,0.0772117962466488
13552,229,63,10,3238.85,0.3589102665194764
13553,0,309,1,517.8,0.0686327077747989
13554,66,15,7,1638.28,0.4015612679388109
13555,310,13,9,4849.91,0.4095883929979499
13556,6,64,2,200.82,0.3343084686957893
13557,315,50,11,2448.2,0.3757924617568207
13559,30,147,2,990.0,0.2453004258003469
13561,252,32,10,1678.86,0.3921542343478946
13562,292,36,5,3038.85,0.3731588077590285
13564,369,3,35,15500.53,0.4967828418230563
13565,0,46,1,174.57999999999998,0.3506702412868633
13566,205,69,3,833.41,0.3318877148714714
13567,113,63,4,1083.69,0.341263207695947
13569,60,2,3,520.03,0.403737580823214
13571,349,17,14,2454.2200000000003,0.420004731114966
13573,257,14,4,622.07,0.3938101245860275
13574,0,46,1,421.25,0.3506702412868633
13576,358,8,11,4834.4,0.4208326762340325
13577,342,17,7,1801.68,0.3994164958208484
13578,0,44,1,147.66,0.3528150134048258
13579,290,4,4,1072.0,0.4045339851758398
13580,0,41,1,107.75,0.3560321715817695
13581,0,49,1,162.53,0.3474530831099196
13582,227,24,2,241.68,0.3772039110550386
13583,0,314,1,664.001,0.0632707774798927
13584,177,133,2,250.05,0.2603138306260842
13585,207,165,3,684.54,0.2289386532092729
13586,0,176,1,131.53,0.2112600536193029
13587,214,84,3,961.1,0.3158019239867529
13589,284,84,4,741.09,0.3187431004573411
13590,362,10,12,4367.67,0.4216290805866582
13591,289,70,4,976.81,0.3337565052830784
13593,259,22,9,3486.61,0.3999369184671187
13594,0,120,1,136.35000000000002,0.271313672922252
13595,129,151,3,818.22,0.2439520580350102
13597,2,35,2,396.71,0.365407664406245
13598,156,130,4,609.42,0.2694133417442044
13599,371,1,14,5013.96,0.4371629080586658
13600,0,269,1,298.9,0.1115281501340482
13601,154,27,2,491.82,0.3739867528780949
13602,179,16,3,596.28,0.3887241759974767
13604,0,293,1,717.62,0.0857908847184986
13605,184,22,2,522.67,0.3793486831730011
13607,0,37,1,400.3,0.3603217158176944
13608,0,175,1,236.2,0.2123324396782841
13609,0,228,1,167.35,0.1554959785522788
13610,316,22,7,1044.0,0.3940545655259422
13611,362,9,7,2147.73,0.4079955842926983
13612,0,267,1,818.29,0.1136729222520107
13613,207,87,5,1039.85,0.3184671187509856
13614,157,28,2,748.73,0.3729143668191137
13615,280,34,7,5854.84,0.3811859328181675
13616,122,203,2,288.1,0.1852468064973979
13617,86,43,5,734.57,0.3656521053461599
13619,129,179,2,231.69,0.2109840719129475
13620,0,163,1,112.34,0.2252010723860589
13622,0,331,1,658.95,0.0450402144772117
13623,356,15,5,1818.71,0.3956789149976344
13624,0,23,1,462.08,0.3753351206434316
13625,0,231,1,301.26,0.1522788203753351
13626,0,14,1,449.81,0.3849865951742627
13627,152,123,2,607.43,0.2710376912158965
13628,0,311,1,310.14,0.0664879356568364
13629,252,48,8,5578.5,0.3691137044630184
13632,217,29,3,1526.88,0.3747831572307207
13634,323,9,11,3498.31,0.4197602901750513
13635,296,77,3,1928.13,0.3233086263996215
13639,0,71,1,312.93,0.3238605898123324
13640,0,246,1,405.0,0.1361930294906166
13641,93,275,5,1016.47,0.1168585396625137
13642,0,67,3,159.92,0.3340324869894338
13643,349,17,7,1637.33,0.3994164958208484
13646,0,34,2,326.25,0.3664800504652263
13647,108,129,4,1393.56,0.2704857278031856
13648,337,35,8,1764.02,0.3830547232297744
13649,160,1,5,1332.28,0.4106923198233717
13650,308,9,4,1451.66,0.3991720548809336
13651,0,16,1,132.65,0.3828418230563002
13652,283,3,3,1475.77,0.4026651947642328
13653,0,122,1,152.2,0.2691689008042895
13654,357,15,5,3600.67,0.3956789149976344
13655,216,9,4,1347.54,0.3991720548809336
13656,95,134,2,699.2,0.2592414445671029
13658,289,18,4,3386.33,0.3895205803501025
13659,244,51,10,3321.68,0.3717788992272512
13660,0,35,1,314.59,0.3624664879356568
13661,0,238,1,325.24,0.1447721179624665
13662,272,20,8,1352.35,0.399140514114493
13663,266,15,4,1858.04,0.3927377385270462
13665,117,21,3,1711.66,0.3833622457025705
13666,315,55,2,43.25,0.3439599432266204
13668,344,18,14,6726.35,0.4189323450559848
13669,0,42,1,195.0,0.3549597855227882
13671,0,29,1,194.95,0.3689008042895442
13672,0,365,1,233.53,0.0085790884718498
13674,0,67,1,240.68,0.3281501340482574
13676,80,174,2,243.9,0.2163460022078536
13677,115,39,2,556.1899999999999,0.3611181201703202
13679,241,128,3,281.26,0.2686169373915786
13680,263,106,8,7713.25,0.3069153130421069
13683,0,92,1,258.6,0.3013404825737266
13684,230,25,3,529.75,0.3790727014666456
13686,21,15,2,337.04,0.3868553855858697
13687,0,73,1,11880.84,0.3217158176943699
13688,0,270,1,375.5,0.110455764075067
13689,0,79,1,349.5,0.3152815013404826
13691,0,31,1,212.78,0.3667560321715817
13692,11,43,2,1626.08,0.3568285759343952
13693,358,9,9,2011.82,0.4138779372338748
13694,361,8,94,131443.19,0.664950323292856
13695,0,212,1,266.6,0.1726541554959785
13696,244,56,3,2020.4,0.3458287336382274
13698,85,231,2,465.53,0.1552199968459233
13699,0,185,1,455.57,0.2016085790884718
13700,253,52,3,348.34,0.3501182778741523
13701,0,81,1,161.0,0.3131367292225201
13702,0,80,1,135.18,0.3142091152815013
13703,0,50,1,326.06,0.3463806970509384
13705,250,8,5,1323.47,0.4031856174105031
13706,0,261,1,300.38,0.1201072386058981
13707,106,64,3,2559.45,0.3372496451663775
13709,251,81,5,1263.7,0.324901435104873
13710,188,58,2,329.04,0.3407427850496767
13711,317,41,7,1540.2,0.3736792304052989
13712,0,245,1,537.58,0.1372654155495978
13713,174,43,3,743.26,0.3597697524049834
13714,0,100,1,161.35,0.2927613941018767
13715,265,7,13,7403.95,0.4277874152341901
13717,28,92,2,318.29,0.3042816590443148
13719,177,28,6,1773.57,0.3846790727014667
13721,0,30,1,217.4,0.367828418230563
13722,225,55,7,3260.0,0.3586658255795616
13723,219,27,5,1009.35,0.3828102822898596
13724,0,272,1,213.01,0.1083109919571045
13727,118,246,6,746.57,0.1508989118435578
13728,342,22,10,1839.03,0.402878094937707
13729,248,70,3,724.73,0.3308153288124901
13733,324,45,2,487.03,0.3546838038164328
13734,94,143,4,6701.640000000001,0.2554723229774484
13735,350,11,9,6927.9800000000005,0.4117331651159123
13736,307,60,5,2034.31,0.347421542343479
13738,0,31,1,440.93,0.3667560321715817
13739,0,162,1,75.3,0.2262734584450402
13740,322,50,4,1247.02,0.3552042264627031
13745,0,181,1,477.32,0.2058981233243968
13746,0,48,1,176.69,0.3485254691689008
13747,51,8,2,169.8,0.3943620879987384
13748,364,8,5,1320.1,0.4031856174105031
13750,236,15,6,1954.92,0.3986200914682227
13752,0,162,1,404.4500000000001,0.2262734584450402
13753,138,233,3,1353.31,0.1560164011985491
13754,0,72,1,164.45,0.3227882037533512
13756,356,2,10,4017.980000000001,0.4243258161173316
13757,0,309,1,195.55,0.0686327077747989
13758,372,1,10,6226.43,0.4253982021763129
13760,189,39,3,1076.85,0.3640592966409084
13761,154,137,4,881.52,0.2619066393313358
13762,105,228,4,2165.76,0.1643195079640435
13763,17,52,2,3502.48,0.3471771014035641
13764,73,204,3,1431.5,0.1871155969090049
13765,0,288,1,352.821,0.0911528150134048
13766,0,130,1,190.35,0.2605898123324396
13767,369,4,39,18320.17,0.507475161646428
13768,4,361,2,875.97,0.015809809178363
13769,356,2,11,3003.9100000000003,0.4272669925879199
13770,308,57,4,785.37,0.3476975240498344
13771,119,168,5,3094.37,0.2316038479735057
13772,253,35,5,1982.09,0.3742311938180098
13773,263,31,2,301.54,0.36969720864217
13775,0,225,1,1049.66,0.1587131367292225
13776,0,63,2,623.98,0.3353808547547705
13777,371,1,37,30501.26,0.5048099668821953
13778,74,126,3,945.79,0.2707617095095411
13779,0,150,1,161.13,0.239142091152815
13780,0,42,1,375.81,0.3549597855227882
13781,128,227,2,650.99,0.1595095410818483
13782,279,88,7,881.72,0.3232770856331809
13783,185,122,4,1542.09,0.2779924302160543
13784,15,69,3,447.44,0.3318877148714714
13785,31,63,4,542.49,0.341263207695947
13786,368,2,6,3128.54,0.4125611102349787
13787,236,93,4,913.46,0.30909162592651
13788,0,140,1,3.75,0.2498659517426273
13789,0,23,1,239.46,0.3753351206434316
13792,0,57,1,188.4,0.3388739946380697
13793,0,281,1,96.0,0.0986595174262734
13794,0,181,1,126.03,0.2058981233243968
13795,249,23,4,836.3,0.3841586500551964
13796,0,134,1,289.7,0.2563002680965147
13797,210,71,3,1179.45,0.3297429427535089
13798,359,7,54,38683.02,0.5483756505283078
13799,199,79,7,2114.71,0.332928560164012
13800,306,65,2,1121.24,0.3332360826368081
13802,287,9,16,21659.69,0.4344661725279924
13803,187,66,2,1061.84,0.3321636965778268
13804,1,70,2,572.73,0.3278741523419019
13807,368,2,3,422.2,0.403737580823214
13809,65,29,2,524.65,0.3718419807601325
13813,205,162,4,1398.61,0.2350969878568049
13814,0,162,1,678.2,0.2262734584450402
13815,259,41,4,3448.38,0.3648557009935342
13818,0,64,1,61.28,0.3313672922252011
13819,68,304,3,1502.0,0.0798769910108815
13820,262,53,3,660.65,0.3490458918151711
13821,310,28,4,1025.09,0.3787967197602902
13823,343,15,5,2445.79,0.3956789149976344
13824,258,14,7,1615.82,0.4026336539977921
13825,108,256,2,255.59,0.1284103453713925
13829,0,56,1,102.0,0.3399463806970509
13830,0,216,1,156.85000000000002,0.1683646112600536
13831,359,4,13,4820.59,0.4310045734111339
13832,0,57,1,561.49,0.3388739946380697
13833,0,39,1,316.56,0.3581769436997319
13834,92,211,2,324.19,0.176667718025548
13835,126,154,3,260.7,0.2407348998580665
13836,15,34,2,620.37,0.3664800504652263
13838,209,4,7,1274.36,0.4133575145876045
13839,0,121,1,139.95000000000002,0.2702412868632708
13840,0,51,1,651.4,0.3453083109919571
13842,294,1,10,2244.29,0.4253982021763129
13843,0,16,1,319.75,0.3828418230563002
13846,0,34,1,442.73,0.3635388739946381
13847,0,354,1,310.72,0.0203753351206434
13848,363,1,6,2080.0,0.4136334962939599
13849,227,32,3,1931.35,0.3715659990537769
13851,299,14,5,1955.0,0.3967513010566157
13852,0,245,1,187.35,0.1372654155495978
13854,334,0,15,4144.44,0.4411764705882353
13855,230,135,4,1310.34,0.2640514114492982
13856,156,98,8,753.53,0.3154944015139568
13857,177,28,6,1001.01,0.3846790727014667
13859,0,164,1,314.7,0.2241286863270777
13861,101,64,2,273.26,0.3343084686957893
13862,0,24,1,346.73,0.3742627345844504
13863,127,100,3,933.77,0.2986437470430531
13864,0,21,1,662.4000000000001,0.3774798927613941
13869,309,16,6,5006.62,0.3975477054092414
13870,282,22,7,2941.14,0.3940545655259422
13871,290,63,4,1482.6,0.341263207695947
13872,198,162,3,919.57,0.2321558113862167
13873,262,18,5,649.32,0.3924617568206908
13874,168,139,6,1508.7,0.2656442201545497
13875,335,22,9,3027.58,0.3999369184671187
13877,219,105,2,332.44,0.2903406402775587
13878,56,182,3,1191.53,0.210708090206592
13879,0,280,1,395.5,0.0997319034852546
13880,194,2,5,1171.89,0.4096199337643905
13881,270,10,23,28019.58,0.4539820217631288
13883,327,38,10,3885.54,0.3857199179940073
13884,93,11,5,1100.88,0.3999684592335594
13888,170,39,5,1563.42,0.3699416495820849
13889,303,17,5,1574.3300000000002,0.393534142879672
13890,358,9,4,1043.57,0.3991720548809336
13891,203,13,3,863.56,0.3919413341744204
13892,97,112,2,634.68,0.2828339378646901
13895,220,150,2,1415.45,0.2420832676234032
13896,0,260,1,388.55,0.1211796246648793
13897,238,73,2,849.5600000000001,0.3246569941649582
13898,0,46,1,530.47,0.3506702412868633
13900,235,24,3,869.64,0.3801450875256268
13901,329,9,10,2809.14,0.416819113704463
13902,92,267,5,34095.26,0.1254376281343636
13903,0,35,1,165.45000000000002,0.3624664879356568
13905,0,367,1,312.65,0.0064343163538874
13906,0,44,1,42.0,0.3528150134048258
13907,0,326,1,136.8,0.0504021447721179
13909,98,58,2,286.6,0.3407427850496767
13911,268,14,11,1654.08,0.4143983598801451
13912,0,58,1,124.95,0.3378016085790885
13913,0,141,1,42.22,0.2487935656836461
13915,0,29,1,70.80000000000001,0.3689008042895442
13916,211,98,4,1275.81,0.3037296956316039
13919,116,59,2,975.87,0.3396703989906955
13920,130,66,4,1774.68,0.3380460495190033
13921,319,37,4,730.7,0.3691452452294591
13922,30,72,2,692.95,0.3257293802239394
13927,0,72,1,359.27,0.3227882037533512
13929,278,51,9,2651.45,0.368837722756663
13931,344,27,9,4019.85,0.3945749881722126
13935,55,231,3,6116.92,0.1581611733165116
13936,31,17,2,563.08,0.3847106134679072
13937,0,37,1,721.28,0.3603217158176944
13939,181,66,4,992.41,0.3380460495190033
13941,350,7,11,6009.34,0.4219050622930137
13942,0,169,1,320.0,0.2187667560321715
13943,0,212,1,246.54,0.1726541554959785
13944,0,288,1,200.43,0.0911528150134048
13945,85,29,2,854.1500000000001,0.3718419807601325
13946,359,11,3,1314.66,0.3940861062923829
13948,324,46,3,446.76,0.3565525942280397
13952,343,15,12,9572.45,0.4162671502917521
13953,319,44,5,3125.0,0.3645797192871787
13955,0,10,1,222.21,0.3892761394101877
13957,240,52,3,458.25,0.3501182778741523
13958,354,14,8,4709.2300000000005,0.4055748304683804
13959,112,34,3,477.98,0.3694212269358145
13961,0,27,1,538.4,0.3710455764075067
13962,0,70,1,193.25,0.3249329758713137
13963,229,2,14,2347.33,0.4360905219996845
13964,43,22,2,438.9,0.3793486831730011
13965,226,111,3,996.61,0.2868475003942596
13966,0,70,1,390.86,0.3249329758713137
13967,0,31,1,85.6,0.3667560321715817
13968,0,58,1,123.66,0.3378016085790885
13969,259,0,18,4311.93,0.45
13970,51,21,2,846.55,0.3804210692319823
13971,258,58,6,1909.31,0.3525074909320296
13974,0,217,1,264.13,0.1672922252010723
13975,282,28,6,2832.56,0.3846790727014667
13976,161,141,3,834.38,0.2546759186248226
13977,0,46,1,519.8100000000001,0.3506702412868633
13979,343,28,6,2546.36,0.3846790727014667
13980,216,74,4,599.78,0.3294669610471535
13981,0,50,1,331.14,0.3463806970509384
13982,322,0,6,2573.78,0.4147058823529412
13983,363,1,10,4505.02,0.4253982021763129
13984,366,1,8,1128.09,0.4195158492351364
13985,293,9,7,2960.73,0.4079955842926983
13987,21,14,2,682.54,0.387927771644851
13988,242,18,2,609.84,0.383638227408926
13989,99,99,3,759.98,0.2997161331020344
13992,82,15,2,142.7,0.3868553855858697
13993,356,14,10,3309.35,0.4114571834095569
13995,342,14,9,2508.32,0.4085160069389686
13996,13,21,2,895.76,0.3804210692319823
13997,31,154,3,382.31,0.2407348998580665
13998,129,81,3,566.7,0.3190190821636965
13999,359,9,17,5600.45,0.4374073489985807
14000,323,49,4,1410.68,0.3562766125216843
14001,120,8,7,2487.01,0.4090679703516796
14003,0,367,1,209.41,0.0064343163538874
14004,42,28,4,1675.81,0.3787967197602902
14006,124,163,4,1234.48,0.2340246017978236
14007,0,147,1,79.48,0.2423592493297587
14008,0,67,1,509.04,0.3281501340482574
14009,0,97,1,404.3,0.2959785522788204
14010,0,200,2,445.15,0.1884639646743415
14011,127,115,2,457.82,0.2796167796877464
14013,243,15,2,611.55,0.3868553855858697
14014,200,11,2,1443.03,0.3911449298217946
14016,304,31,7,7062.2,0.3844030909951111
14017,0,206,1,229.75,0.1790884718498659
14018,0,280,1,367.15,0.0997319034852546
14020,52,111,2,606.21,0.2839063239236714
14021,218,9,4,1084.68,0.3991720548809336
14022,0,121,1,352.15000000000003,0.2702412868632708
14024,0,25,1,318.04,0.3731903485254692
14025,119,99,8,4057.9,0.3144220154549755
14026,154,105,2,713.11,0.2903406402775587
14028,0,185,3,10396.5,0.2074909320296483
14030,362,1,14,5902.2,0.4371629080586658
14031,371,0,27,23712.31,0.4764705882352941
14032,358,1,6,1874.68,0.4136334962939599
14033,0,190,1,109.44,0.1962466487935656
14035,205,41,4,1428.7,0.3648557009935342
14037,254,113,4,689.75,0.2876439047468854
14038,276,32,2,1509.5,0.3686248225831887
14039,0,210,1,115.08,0.174798927613941
14040,352,21,23,9030.65,0.4421857751143352
14042,0,360,1,431.98,0.013941018766756
14043,238,126,2,304.25,0.2678205330389528
14044,265,53,6,2470.28,0.3578694212269358
14045,327,8,13,9653.28,0.426715029175209
14047,304,7,10,2946.42,0.4189638858224255
14048,0,17,2,338.76,0.3847106134679072
14049,229,22,9,7557.31,0.3999369184671187
14051,370,1,15,6823.610000000001,0.4401040845292541
14052,0,25,1,255.45,0.3731903485254692
14053,89,32,2,312.05,0.3686248225831887
14055,145,212,2,795.3199999999999,0.1755953319665667
14057,354,16,5,2190.88,0.3946065289386532
14058,67,97,2,469.19,0.2989197287494086
14060,272,1,13,3378.66,0.4342217315880776
14061,230,142,3,917.43,0.2536035325658413
14062,354,9,12,15139.35,0.4227014666456395
14063,293,73,9,22710.2,0.3452452294590759
14064,256,65,10,1978.68,0.356765494401514
14065,42,24,3,891.02,0.3801450875256268
14068,74,238,3,1262.52,0.1506544709036429
14069,46,149,2,230.06,0.2431556536823844
14070,0,319,1,326.55,0.0579088471849865
14072,0,301,1,390.85,0.0772117962466488
14074,0,258,1,219.4,0.1233243967828418
14075,137,38,3,792.61,0.3651316826998896
14077,0,30,1,115.66,0.367828418230563
14078,247,8,4,643.26,0.4002444409399149
14079,0,317,1,243.63,0.060053619302949
14080,323,48,4,1070.08,0.3573489985806655
14081,359,4,9,4435.58,0.4192398675287809
14082,0,27,1,231.11,0.3710455764075067
14083,350,6,3,388.83,0.399448036587289
14084,0,147,1,150.5,0.2423592493297587
14085,362,3,16,5656.43,0.4409004888818799
14086,0,97,1,39.95,0.2959785522788204
14087,330,39,2,651.8,0.3611181201703202
14088,14,41,3,13544.99,0.3619145245229459
14091,44,289,2,9530.08,0.0930216054250118
14092,348,9,10,3152.54,0.416819113704463
14094,0,74,1,335.22,0.3206434316353888
14095,0,357,1,2.95,0.0171581769436997
14097,164,116,2,422.86,0.2785443936287652
14099,354,10,9,2661.54,0.4128055511748936
14101,233,23,7,3985.14,0.392982179466961
14104,170,24,3,555.37,0.3801450875256268
14105,312,43,4,4722.6,0.3627109288755717
14106,0,372,1,214.8,0.0010723860589812
14107,281,83,4,2174.07,0.3198154865163223
14108,6,366,2,447.05,0.0104478788834568
14110,303,70,21,7304.8,0.3837565052830784
14112,202,86,6,2919.44,0.3224806812805551
14113,356,10,12,5252.1900000000005,0.4216290805866582
