Customer ID,L,R,F,M,S,cluster,score,tier,risk_flag,stability_score
13252,231.0,29.0,2.0,399.3,0.3718419807601325,1.0,798.6,Silver,Low Risk,0.3429320144275752
13253,273.0,65.0,2.0,1920.71,0.3332360826368081,0.0,3841.42,Gold,Low Risk,0.275165451614308
13254,0.0,11.0,1.0,51.41,0.3882037533512064,1.0,51.41,Bronze,Low Risk,0.3767553852899107
13255,138.0,8.0,2.0,504.95,0.3943620879987384,1.0,1009.9,Silver,Low Risk,0.3859039198915268
13257,0.0,71.0,1.0,149.75,0.3238605898123324,1.0,149.75,Bronze,Low Risk,0.2622142040839795
13258,20.0,14.0,2.0,336.6,0.387927771644851,1.0,673.2,Silver,Low Risk,0.3733674799477252
13259,301.0,32.0,8.0,1141.06,0.3862718814067181,0.0,9128.48,Gold,Low Risk,0.3531332749589567
13262,211.0,24.0,2.0,373.16,0.3772039110550386,1.0,746.32,Silver,Low Risk,0.3529334181185213
13263,19.0,28.0,4.0,1250.62,0.3787967197602902,1.0,5002.48,Gold,Low Risk,0.3503615772581773
13264,0.0,77.0,1.0,722.5600000000001,0.317426273458445,1.0,722.5600000000001,Silver,Low Risk,0.2518985977042888
13266,309.0,48.0,7.0,2300.78,0.3661725279924302,1.0,16105.46,Platinum,Low Risk,0.3190511302883105
13267,365.0,1.0,18.0,5236.77,0.4489276139410187,0.0,94261.86000000002,Platinum,Low Risk,0.4477240546543136
13269,368.0,4.0,14.0,3545.47,0.4339457498817222,0.0,49636.58,Platinum,Low Risk,0.429292176156449
13270,0.0,1.0,1.0,590.0,0.3989276139410188,1.0,590.0,Silver,Low Risk,0.3978581029116863
13274,0.0,44.0,1.0,360.85,0.3528150134048258,1.0,360.85,Silver,Low Risk,0.3111960842096185
13275,248.0,18.0,2.0,241.66,0.383638227408926,1.0,483.32,Silver,Low Risk,0.3651248545044738
13276,245.0,32.0,3.0,1348.33,0.3715659990537769,1.0,4044.99,Gold,Low Risk,0.3396890232636405
13277,159.0,15.0,3.0,264.9,0.3897965620564579,1.0,794.6999999999999,Silver,Low Risk,0.3741210970944019
13278,210.0,34.0,3.0,893.12,0.3694212269358145,1.0,2679.36,Gold,Low Risk,0.3357474421749091
13280,265.0,14.0,4.0,1507.77,0.3938101245860275,1.0,6031.08,Gold,Low Risk,0.3790290475238173
13281,0.0,74.0,1.0,350.85,0.3206434316353888,1.0,350.85,Silver,Low Risk,0.2570305256272955
13282,0.0,41.0,1.0,181.05,0.3560321715817695,1.0,181.05,Bronze,Low Risk,0.3168972680030763
13283,72.0,202.0,2.0,279.7,0.1863191925563791,1.0,559.4,Silver,High Risk,0.0854171097242381
13285,23.0,235.0,2.0,655.47,0.1509304526099984,1.0,1310.94,Silver,High Risk,0.055840221072868
13286,0.0,235.0,1.0,734.91,0.1479892761394102,1.0,734.91,Silver,High Risk,0.0547520646306665
13287,101.0,238.0,3.0,781.59,0.1506544709036429,1.0,2344.77,Gold,High Risk,0.0545264170830879
13288,223.0,78.0,5.0,927.61,0.3281185932818167,1.0,4638.05,Gold,Low Risk,0.2595039812818657
13289,0.0,358.0,1.0,307.95,0.0160857908847185,1.0,307.95,Silver,High Risk,0.0006468816709672
13290,0.0,73.0,1.0,208.63,0.3217158176943699,1.0,208.63,Bronze,Low Risk,0.2587526683868927
13291,252.0,49.0,10.0,2959.73,0.3739236713452137,0.0,29597.3,Platinum,Low Risk,0.324802331141687
13292,110.0,50.0,3.0,415.57,0.3522630499921148,1.0,1246.71,Silver,Low Risk,0.3050428020038956
13293,276.0,27.0,6.0,1192.94,0.3857514587604478,1.0,7157.64,Gold,Low Risk,0.3578284309145172
13294,0.0,281.0,1.0,815.79,0.0986595174262734,1.0,815.79,Silver,High Risk,0.0243342509469628
13295,200.0,11.0,3.0,900.77,0.3940861062923829,1.0,2702.31,Gold,Low Risk,0.3824642640156638
13296,153.0,58.0,5.0,705.11,0.3495663144614414,1.0,3525.55,Gold,Low Risk,0.2952101583253459
13297,157.0,20.0,3.0,2278.77,0.3844346317615518,1.0,6836.31,Gold,Low Risk,0.3638215147770182
13299,104.0,58.0,2.0,1076.2,0.3407427850496767,1.0,2152.4,Gold,Low Risk,0.2877586522537484
13300,186.0,23.0,2.0,913.62,0.3782762971140199,1.0,1827.24,Gold,Low Risk,0.3549509490346031
13302,0.0,161.0,1.0,95.45,0.2273458445040214,1.0,95.45,Bronze,High Risk,0.1292153325331167
13303,0.0,35.0,1.0,61.72,0.3624664879356568,1.0,61.72,Bronze,Low Risk,0.3284548871910241
13304,213.0,90.0,3.0,917.57,0.3093676076328655,1.0,2752.71,Gold,Low Risk,0.2347212679895468
13305,266.0,7.0,7.0,1753.85,0.4101403564106607,1.0,12276.95,Platinum,Low Risk,0.4024433524029539
13306,0.0,65.0,1.0,53.65,0.3302949061662198,1.0,53.65,Bronze,Low Risk,0.2727368125983799
13307,104.0,122.0,2.0,258.34,0.2721100772748778,1.0,516.68,Silver,High Risk,0.1831089259946228
13308,0.0,231.0,1.0,284.86,0.1522788203753351,1.0,284.86,Bronze,High Risk,0.0579720978372589
13309,0.0,27.0,1.0,249.58,0.3710455764075067,1.0,249.58,Bronze,Low Risk,0.3441870494289472
13310,21.0,15.0,2.0,409.17,0.3868553855858697,1.0,818.34,Silver,Low Risk,0.3712981984979661
13312,0.0,86.0,1.0,124.75,0.3077747989276139,1.0,124.75,Bronze,Low Risk,0.2368133171373329
13313,257.0,114.0,7.0,1890.0,0.2953950480996688,1.0,13230.0,Platinum,High Risk,0.2051134516295287
13315,0.0,324.0,1.0,310.26000000000005,0.0525469168900804,1.0,310.26000000000005,Silver,High Risk,0.0069029461866325
13316,247.0,27.0,6.0,7213.84,0.3857514587604478,0.0,43283.04,Platinum,Low Risk,0.3578284309145172
13317,340.0,20.0,13.0,4212.411,0.4138463964674341,0.0,54761.343,Platinum,Low Risk,0.3916562411608693
13319,367.0,0.0,34.0,11236.95,0.4970588235294118,0.0,382056.3000000001,Platinum,Low Risk,0.4970588235294118
13320,44.0,69.0,2.0,679.4,0.3289465384008831,1.0,1358.8,Silver,Low Risk,0.2680958382677438
13324,135.0,63.0,8.0,3391.52,0.3530279135782999,0.0,27132.16,Platinum,Low Risk,0.2934012150382653
13326,0.0,67.0,1.0,281.76,0.3281501340482574,1.0,281.76,Bronze,Low Risk,0.2692062761897232
13327,355.0,0.0,14.0,6251.71,0.438235294117647,0.0,87523.94,Platinum,Low Risk,0.438235294117647
13329,368.0,1.0,7.0,4323.97,0.4165746727645482,0.0,30267.79,Platinum,Low Risk,0.4154578505855547
13330,199.0,90.0,3.0,1665.25,0.3093676076328655,1.0,4995.75,Gold,Low Risk,0.2347212679895468
13331,0.0,36.0,1.0,262.4,0.3613941018766756,1.0,262.4,Bronze,Low Risk,0.3265142421781224
13333,247.0,46.0,3.0,1015.74,0.3565525942280397,1.0,3047.2200000000003,Gold,Low Risk,0.3125809606235093
13334,116.0,171.0,2.0,2726.93,0.2195631603847973,0.0,5453.86,Gold,High Risk,0.1189055184925712
13337,0.0,181.0,1.0,1575.26,0.2058981233243968,1.0,1575.26,Silver,High Risk,0.1059850929712712
13338,161.0,176.0,3.0,1958.6,0.2171424065604794,1.0,5875.799999999999,Gold,High Risk,0.1146837911324784
13340,237.0,52.0,5.0,11364.08,0.3560006308153288,0.0,56820.4,Platinum,Low Risk,0.3063705160635939
13346,133.0,97.0,6.0,299.4,0.3106844346317616,0.0,1796.4,Gold,High Risk,0.2298898229446815
13357,132.0,129.0,4.0,3228.41,0.2704857278031856,0.0,12913.64,Platinum,High Risk,0.1769397254262125
13359,0.0,38.0,1.0,603.75,0.3592493297587131,1.0,603.75,Silver,Low Risk,0.3226502023302115
13360,269.0,66.0,4.0,1553.65,0.3380460495190033,1.0,6214.6,Gold,Low Risk,0.2782309308373566
13361,145.0,107.0,2.0,1450.5,0.2881958681595963,1.0,2901.0,Gold,High Risk,0.2055230587947791
13362,47.0,13.0,3.0,2303.33,0.3919413341744204,1.0,6909.99,Gold,Low Risk,0.3782811804364379
13363,0.0,44.0,1.0,731.36,0.3528150134048258,1.0,731.36,Silver,Low Risk,0.3111960842096185
13367,0.0,66.0,1.0,510.2,0.3292225201072386,1.0,510.2,Silver,Low Risk,0.2709686693644028
13368,8.0,49.0,2.0,498.1,0.3503942595805078,1.0,996.2,Silver,Low Risk,0.3043639144881623
13369,0.0,0.0,1.0,308.28000000000003,0.4,1.0,308.28000000000003,Silver,Low Risk,0.4
13370,0.0,6.0,1.0,754.87,0.3935656836461126,1.0,754.87,Silver,Low Risk,0.38723486835958
13371,127.0,140.0,2.0,2297.66,0.2528071282132156,1.0,4595.32,Gold,High Risk,0.1579197342457888
13373,317.0,50.0,3.0,4274.94,0.3522630499921148,0.0,12824.82,Platinum,Low Risk,0.3050428020038956
13374,34.0,49.0,2.0,422.8,0.3503942595805078,1.0,845.6,Silver,Low Risk,0.3043639144881623
13375,0.0,79.0,1.0,1013.58,0.3152815013404826,1.0,1013.58,Silver,Low Risk,0.2485060627187718
13377,249.0,31.0,2.0,1552.88,0.36969720864217,1.0,3105.76,Gold,Low Risk,0.3389717033662792
13380,0.0,67.0,1.0,62.4,0.3281501340482574,1.0,62.4,Bronze,Low Risk,0.2692062761897232
13381,358.0,14.0,6.0,4585.06,0.3996924775272039,0.0,27510.36,Platinum,Low Risk,0.3846906150999093
13382,302.0,63.0,4.0,1164.59,0.341263207695947,1.0,4658.36,Gold,Low Risk,0.2836235774416717
13383,0.0,178.0,1.0,305.28000000000003,0.2091152815013405,1.0,305.28000000000003,Silver,High Risk,0.1093230023934622
13384,110.0,25.0,4.0,2528.9,0.3820138779372339,1.0,10115.6,Gold,Low Risk,0.3564097306224059
13386,22.0,49.0,2.0,835.46,0.3503942595805078,1.0,1670.92,Gold,Low Risk,0.3043639144881623
13387,0.0,52.0,1.0,189.44,0.3442359249329759,1.0,189.44,Bronze,Low Risk,0.2962459300361535
13388,0.0,238.0,1.0,508.55,0.1447721179624665,1.0,508.55,Silver,High Risk,0.0523974153483457
13392,0.0,312.0,1.0,91.14,0.0654155495978552,1.0,91.14,Bronze,High Risk,0.0106979853229736
13393,148.0,218.0,4.0,1131.45,0.1750433685538558,1.0,4525.8,Gold,High Risk,0.0727392014097792
13394,359.0,14.0,11.0,4101.68,0.4143983598801451,0.0,45118.48,Platinum,Low Risk,0.3988445340401396
13395,21.0,35.0,2.0,872.51,0.365407664406245,1.0,1745.02,Gold,Low Risk,0.3311200819552569
13397,251.0,72.0,5.0,1647.74,0.3345529096357041,1.0,8238.7,Gold,Low Risk,0.2699743319044154
13398,0.0,83.0,1.0,213.0,0.3109919571045576,1.0,213.0,Bronze,Low Risk,0.2417899934593075
13399,54.0,99.0,3.0,275.4,0.2997161331020344,1.0,826.1999999999999,Silver,High Risk,0.220166810911414
13400,0.0,217.0,1.0,310.83,0.1672922252010723,1.0,310.83,Silver,High Risk,0.0699667215318157
13402,192.0,7.0,3.0,913.9,0.3983756505283078,1.0,2741.7,Gold,Low Risk,0.3908994318856854
13403,335.0,22.0,2.0,154.5,0.3793486831730011,1.0,309.0,Silver,Low Risk,0.3569742300099822
13405,242.0,116.0,3.0,641.36,0.2814855700993534,1.0,1924.08,Gold,High Risk,0.1939458217574633
13406,204.0,62.0,2.0,568.92,0.3364532408137518,1.0,1137.84,Silver,Low Risk,0.2805280372468547
13407,83.0,213.0,3.0,2244.7,0.1774641223781738,1.0,6734.099999999999,Gold,High Risk,0.0761240203230772
13408,364.0,6.0,46.0,23616.422,0.5259186248225832,0.0,1086355.412,Platinum,Low Risk,0.5174588078013084
13410,338.0,28.0,4.0,1198.9,0.3787967197602902,1.0,4795.6,Gold,Low Risk,0.3503615772581773
13412,0.0,255.0,1.0,487.35,0.1265415549597855,1.0,487.35,Silver,High Risk,0.040031912829101
13413,47.0,274.0,6.0,429.44,0.1208721021920832,1.0,2576.64,Gold,High Risk,0.0320813354343598
13414,139.0,98.0,3.0,1103.64,0.3007885191610156,1.0,3310.92,Gold,High Risk,0.2217609725717943
13415,255.0,107.0,4.0,800.67,0.2940782211007728,1.0,3202.68,Gold,High Risk,0.2097179807313822
13416,0.0,371.0,1.0,228.3,0.0021447721179624,1.0,228.3,Bronze,High Risk,1.1500118594972662e-05
13417,121.0,182.0,4.0,1028.66,0.2136492666771802,1.0,4114.64,Gold,High Risk,0.109402171408422
13418,355.0,7.0,15.0,6106.17,0.4336697681753667,0.0,91592.55,Platinum,Low Risk,0.4255311934374912
13421,257.0,41.0,6.0,2252.04,0.3707380539347106,1.0,13512.24,Platinum,Low Risk,0.3299866860759354
13423,0.0,63.0,1.0,217.03,0.3324396782841823,1.0,217.03,Bronze,Low Risk,0.2762903492442266
13424,0.0,84.0,1.0,572.77,0.3099195710455764,1.0,572.77,Silver,Low Risk,0.2401253512926851
13425,70.0,143.0,2.0,1779.42,0.2495899700362718,1.0,3558.84,Gold,High Risk,0.1539026624888539
13426,347.0,17.0,12.0,4526.06,0.4141223781737896,0.0,54312.72,Platinum,Low Risk,0.3952481679084962
13427,244.0,112.0,3.0,423.93,0.2857751143352783,1.0,1271.79,Silver,High Risk,0.1999659647225405
13428,0.0,149.0,2.0,281.51,0.2431556536823844,1.0,563.02,Silver,High Risk,0.1460237705760163
13431,253.0,41.0,6.0,2047.14,0.3707380539347106,1.0,12282.84,Platinum,Low Risk,0.3299866860759354
13432,40.0,206.0,2.0,439.1,0.1820296483204541,1.0,878.2,Silver,High Risk,0.0814985288726966
13433,195.0,136.0,4.0,658.32,0.262979025390317,1.0,2633.28,Gold,High Risk,0.1670939115750807
13434,270.0,20.0,3.0,1132.62,0.3844346317615518,1.0,3397.86,Gold,Low Risk,0.3638215147770182
13435,123.0,11.0,2.0,665.34,0.3911449298217946,1.0,1330.68,Silver,Low Risk,0.3796098246527872
13438,0.0,182.0,1.0,46.5,0.2048257372654155,1.0,46.5,Bronze,High Risk,0.1048839566158025
13439,138.0,23.0,2.0,702.9,0.3782762971140199,1.0,1405.8,Silver,Low Risk,0.3549509490346031
13440,28.0,58.0,7.0,1295.25,0.3554486674026179,0.0,9066.75,Gold,Low Risk,0.3001778290397443
13441,0.0,66.0,1.0,424.26,0.3292225201072386,1.0,424.26,Silver,Low Risk,0.2709686693644028
13442,70.0,302.0,3.0,419.87,0.082021763128844,1.0,1259.61,Silver,High Risk,0.0156127216679569
13443,228.0,83.0,6.0,1280.16,0.3256978394574988,1.0,7680.960000000001,Gold,Low Risk,0.2532235212940339
13444,131.0,9.0,2.0,631.68,0.3932897019397571,1.0,1263.36,Silver,Low Risk,0.3838001380859828
13445,0.0,261.0,1.0,241.9,0.1201072386058981,1.0,241.9,Bronze,High Risk,0.0360643719138353
13446,233.0,65.0,11.0,3881.89,0.3597066708721022,0.0,42700.79,Platinum,Low Risk,0.2970232027576607
13448,359.0,8.0,9.0,5701.5,0.4149503232928561,0.0,51313.5,Platinum,Low Risk,0.4060505844554757
13450,228.0,9.0,7.0,2076.32,0.4079955842926983,1.0,14534.240000000002,Platinum,Low Risk,0.3981511868164669
13451,246.0,16.0,6.0,4214.77,0.3975477054092414,0.0,25288.620000000003,Platinum,Low Risk,0.3804947207268074
13452,0.0,107.0,1.0,139.8,0.2852546916890081,1.0,139.8,Bronze,High Risk,0.2034255978264776
13453,0.0,37.0,1.0,424.71,0.3603217158176944,1.0,424.71,Silver,Low Risk,0.3245793472245183
13454,0.0,276.0,1.0,219.87,0.1040214477211796,1.0,219.87,Bronze,High Risk,0.0270511539650252
13455,364.0,1.0,5.0,1847.59,0.4106923198233717,1.0,9237.95,Gold,Low Risk,0.4095912680275985
13457,48.0,323.0,2.0,148.22,0.0565604794196498,1.0,296.44,Silver,High Risk,0.0075818337023659
13458,9.0,14.0,2.0,2312.7000000000003,0.387927771644851,1.0,4625.400000000001,Gold,Low Risk,0.3733674799477252
13459,57.0,259.0,2.0,1160.41,0.1251931871944488,1.0,2320.82,Gold,High Risk,0.0382627971586251
13461,190.0,42.0,3.0,2715.0,0.3608421384639647,0.0,8145.0,Gold,Low Risk,0.3202111201918828
13462,315.0,45.0,4.0,1002.35,0.3605661567576093,1.0,4009.4,Gold,Low Risk,0.3170662182747878
13464,223.0,29.0,5.0,2422.96,0.3806655101718972,1.0,12114.8,Platinum,Low Risk,0.3510695321692564
13465,139.0,81.0,2.0,931.12,0.3160779056931083,1.0,1862.24,Gold,Low Risk,0.2474390039206102
13466,219.0,43.0,4.0,705.45,0.3627109288755717,1.0,2821.8,Gold,Low Risk,0.3208970684421948
13468,368.0,3.0,38.0,7685.54,0.505606371234821,0.0,292050.52,Platinum,Low Risk,0.5015398320559886
13469,0.0,288.0,1.0,82.4,0.0911528150134048,1.0,82.4,Bronze,High Risk,0.0207720892121699
13472,91.0,98.0,2.0,592.24,0.2978473426904274,1.0,1184.48,Silver,High Risk,0.2195925448790014
13473,149.0,209.0,6.0,2235.12,0.1905771960258634,1.0,13410.72,Platinum,High Risk,0.0837926545529265
13474,51.0,78.0,2.0,434.2,0.319295063870052,1.0,868.4,Silver,Low Risk,0.2525255867068776
13476,237.0,41.0,3.0,823.0,0.3619145245229459,1.0,2469.0,Gold,Low Risk,0.32213303523222
13477,227.0,90.0,5.0,1379.59,0.315249960574042,1.0,6897.95,Gold,Low Risk,0.2391842864408951
13478,207.0,104.0,5.0,2215.78,0.3002365557483047,1.0,11078.9,Gold,High Risk,0.2165244865852385
13479,24.0,87.0,2.0,550.42,0.3096435893392209,1.0,1100.84,Silver,Low Risk,0.2374210899491077
13480,262.0,51.0,2.0,627.82,0.3482494874625453,1.0,1255.64,Silver,Low Risk,0.3006336057987656
13481,360.0,9.0,6.0,2026.28,0.4050544078221101,1.0,12157.68,Platinum,Low Risk,0.3952809770703702
13482,0.0,262.0,1.0,151.45,0.1190348525469168,1.0,151.45,Bronze,High Risk,0.0354232403021655
13484,256.0,18.0,2.0,476.92,0.383638227408926,1.0,953.84,Silver,Low Risk,0.3651248545044738
13485,359.0,11.0,10.0,2564.98,0.4146743415865005,0.0,25649.8,Platinum,Low Risk,0.4024453395557994
13487,229.0,140.0,2.0,271.47,0.2528071282132156,1.0,542.94,Silver,High Risk,0.1579197342457888
13488,316.0,2.0,11.0,6619.57,0.4272669925879199,0.0,72815.26999999999,Platinum,Low Risk,0.4249760167563493
13490,0.0,289.0,1.0,154.25,0.0900804289544236,1.0,154.25,Bronze,High Risk,0.0202862092015323
13491,360.0,7.0,18.0,3350.74,0.4424932975871313,0.0,60313.31999999999,Platinum,Low Risk,0.4341891338254425
13495,364.0,3.0,6.0,3329.39,0.4114887241759975,0.0,19976.34,Platinum,Low Risk,0.4081791633917401
13497,301.0,3.0,5.0,972.28,0.4085475477054093,1.0,4861.4,Gold,Low Risk,0.4052616424959824
13498,0.0,365.0,1.0,327.38,0.0085790884718498,1.0,327.38,Silver,High Risk,0.0001840018975195
13500,0.0,36.0,1.0,299.53,0.3613941018766756,1.0,299.53,Silver,Low Risk,0.3265142421781224
13501,83.0,121.0,2.0,1544.79,0.273182463333859,1.0,3089.58,Gold,High Risk,0.1845629510995508
13502,132.0,50.0,2.0,488.5,0.3493218735215266,1.0,977.0,Silver,Low Risk,0.3024958851138152
13503,181.0,114.0,5.0,1688.54,0.2895126951584924,1.0,8442.7,Gold,High Risk,0.2010289223754679
13506,90.0,4.0,4.0,1180.68,0.4045339851758398,1.0,4722.72,Gold,Low Risk,0.4001958191149729
13508,0.0,277.0,1.0,176.07999999999998,0.1029490616621983,1.0,176.07999999999998,Bronze,High Risk,0.0264962732428177
13509,0.0,142.0,1.0,135.0,0.2477211796246649,1.0,135.0,Bronze,High Risk,0.1534144570865887
13510,343.0,10.0,7.0,2766.73,0.4069231982337171,1.0,19367.11,Platinum,Low Risk,0.3960137291121697
13511,0.0,311.0,1.0,282.76,0.0664879356568364,1.0,282.76,Bronze,High Risk,0.011051613969769
13512,196.0,22.0,3.0,462.18,0.3822898596435893,1.0,1386.54,Silver,Low Risk,0.359741932265147
13513,213.0,76.0,2.0,619.49,0.3214398359880145,1.0,1238.98,Silver,Low Risk,0.2559453921942099
13514,253.0,63.0,3.0,663.7,0.3383220312253587,1.0,1991.1,Gold,Low Risk,0.2811791680425233
13515,195.0,84.0,2.0,374.7,0.3128607475161646,1.0,749.4,Silver,Low Risk,0.2424041716680202
13516,0.0,52.0,1.0,295.85,0.3442359249329759,1.0,295.85,Silver,Low Risk,0.2962459300361535
13519,0.0,77.0,1.0,220.46,0.317426273458445,1.0,220.46,Bronze,Low Risk,0.2518985977042888
13520,350.0,6.0,6.0,3285.05,0.4082715659990538,0.0,19710.300000000003,Platinum,Low Risk,0.4017041949642164
13523,35.0,1.0,2.0,1136.64,0.401868790411607,1.0,2273.28,Gold,Low Risk,0.4007913941906643
13526,0.0,373.0,2.0,1182.0,0.0029411764705882,1.0,2364.0,Gold,High Risk,0.0
13527,269.0,53.0,5.0,2396.23,0.3549282447563476,1.0,11981.15,Platinum,Low Risk,0.3044960812923089
13530,0.0,269.0,1.0,402.98,0.1115281501340482,1.0,402.98,Silver,High Risk,0.031096320680807
13531,369.0,1.0,5.0,1254.72,0.4106923198233717,1.0,6273.6,Gold,Low Risk,0.4095912680275985
13534,141.0,14.0,10.0,1850.82,0.4114571834095569,0.0,18508.2,Platinum,Low Risk,0.3960137502520936
13535,0.0,37.0,1.0,89.5,0.3603217158176944,1.0,89.5,Bronze,Low Risk,0.3245793472245183
13537,26.0,60.0,2.0,717.85,0.3385980129317142,1.0,1435.7,Silver,Low Risk,0.2841318446317065
13538,279.0,31.0,5.0,1831.88,0.3785207380539347,1.0,9159.4,Gold,Low Risk,0.3470619099582994
13539,169.0,55.0,4.0,938.02,0.3498422961677969,1.0,3752.08,Gold,Low Risk,0.2982569709956016
13540,188.0,102.0,3.0,632.39,0.2964989749250907,1.0,1897.17,Gold,High Risk,0.2154188262860578
13541,143.0,62.0,2.0,785.25,0.3364532408137518,1.0,1570.5,Silver,Low Risk,0.2805280372468547
13542,352.0,11.0,17.0,4006.17,0.4352625768806182,0.0,68104.89,Platinum,Low Risk,0.4224264150959351
13543,52.0,269.0,2.0,1439.61,0.1144693266046364,1.0,2879.22,Gold,High Risk,0.0319163806082632
13544,232.0,46.0,4.0,537.59,0.359493770698628,1.0,2150.36,Gold,Low Risk,0.3151594182800304
13545,153.0,25.0,2.0,374.64,0.3761315249960574,1.0,749.28,Silver,Low Risk,0.3509216372617372
13546,42.0,17.0,2.0,465.15,0.3847106134679072,1.0,930.3,Silver,Low Risk,0.3671768857763404
13547,0.0,43.0,1.0,175.53,0.353887399463807,1.0,175.53,Bronze,Low Risk,0.3130907287481402
13548,0.0,106.0,1.0,226.58,0.2863270777479893,1.0,226.58,Bronze,High Risk,0.2049579886292578
13549,0.0,22.0,1.0,87.6,0.3764075067024128,1.0,87.6,Bronze,Low Risk,0.3542065277548173
13550,0.0,18.0,1.0,349.51,0.3806970509383378,1.0,349.51,Silver,Low Risk,0.3623256114828684
13551,0.0,301.0,1.0,152.39999999999998,0.0772117962466488,1.0,152.39999999999998,Bronze,High Risk,0.014904153699085
13552,229.0,63.0,10.0,3238.85,0.3589102665194764,0.0,32388.5,Platinum,Low Risk,0.2982900338365621
13553,0.0,309.0,1.0,517.8,0.0686327077747989,1.0,517.8,Silver,High Risk,0.0117761214412523
13554,66.0,15.0,7.0,1638.28,0.4015612679388109,1.0,11467.96,Gold,Low Risk,0.3854126914801455
13555,310.0,13.0,9.0,4849.91,0.4095883929979499,0.0,43649.19,Platinum,Low Risk,0.3953131943143752
13556,6.0,64.0,2.0,200.82,0.3343084686957893,1.0,401.64,Silver,Low Risk,0.2769472300991927
13557,315.0,50.0,11.0,2448.2,0.3757924617568207,0.0,26930.2,Platinum,Low Risk,0.3254181371245391
13559,30.0,147.0,2.0,990.0,0.2453004258003469,1.0,1980.0,Gold,High Risk,0.1486270676431056
13561,252.0,32.0,10.0,1678.86,0.3921542343478946,0.0,16788.6,Platinum,Low Risk,0.3585109756370832
13562,292.0,36.0,5.0,3038.85,0.3731588077590285,0.0,15194.25,Platinum,Low Risk,0.3371434804686128
13564,369.0,3.0,35.0,15500.53,0.4967828418230563,0.0,542518.55,Platinum,Low Risk,0.4927872693687153
13565,0.0,46.0,1.0,174.57999999999998,0.3506702412868633,1.0,174.57999999999998,Bronze,Low Risk,0.3074240453104673
13566,205.0,69.0,3.0,833.41,0.3318877148714714,1.0,2500.23,Gold,Low Risk,0.2704929365172314
13567,113.0,63.0,4.0,1083.69,0.341263207695947,1.0,4334.76,Gold,Low Risk,0.2836235774416717
13569,60.0,2.0,3.0,520.03,0.403737580823214,1.0,1560.09,Silver,Low Risk,0.4015727680574059
13571,349.0,17.0,14.0,2454.2200000000003,0.420004731114966,0.0,34359.08,Platinum,Low Risk,0.4008624243349273
13573,257.0,14.0,4.0,622.07,0.3938101245860275,1.0,2488.28,Gold,Low Risk,0.3790290475238173
13574,0.0,46.0,1.0,421.25,0.3506702412868633,1.0,421.25,Silver,Low Risk,0.3074240453104673
13576,358.0,8.0,11.0,4834.4,0.4208326762340325,0.0,53178.4,Platinum,Low Risk,0.4118067743308897
13577,342.0,17.0,7.0,1801.68,0.3994164958208484,1.0,12611.76,Platinum,Low Risk,0.3812125268424183
13578,0.0,44.0,1.0,147.66,0.3528150134048258,1.0,147.66,Bronze,Low Risk,0.3111960842096185
13579,290.0,4.0,4.0,1072.0,0.4045339851758398,1.0,4288.0,Gold,Low Risk,0.4001958191149729
13580,0.0,41.0,1.0,107.75,0.3560321715817695,1.0,107.75,Bronze,Low Risk,0.3168972680030763
13581,0.0,49.0,1.0,162.53,0.3474530831099196,1.0,162.53,Bronze,Low Risk,0.3018091124064717
13582,227.0,24.0,2.0,241.68,0.3772039110550386,1.0,483.36,Silver,Low Risk,0.3529334181185213
13583,0.0,314.0,1.0,664.001,0.0632707774798927,1.0,664.001,Silver,High Risk,0.0100079782072752
13584,177.0,133.0,2.0,250.05,0.2603138306260842,1.0,500.1,Silver,High Risk,0.1674941537540488
13585,207.0,165.0,3.0,684.54,0.2289386532092729,1.0,2053.62,Gold,High Risk,0.1276655224330529
13586,0.0,176.0,1.0,131.53,0.2112600536193029,1.0,131.53,Bronze,High Risk,0.1115770256380768
13587,214.0,84.0,3.0,961.1,0.3158019239867529,1.0,2883.3,Gold,Low Risk,0.2446829920433554
13589,284.0,84.0,4.0,741.09,0.3187431004573411,1.0,2964.36,Gold,Low Risk,0.2469618124186905
13590,362.0,10.0,12.0,4367.67,0.4216290805866582,0.0,52412.04,Platinum,Low Risk,0.410325351884603
13591,289.0,70.0,4.0,976.81,0.3337565052830784,1.0,3907.24,Gold,Low Risk,0.2711212361951012
13593,259.0,22.0,9.0,3486.61,0.3999369184671187,0.0,31379.49,Platinum,Low Risk,0.3763481457961358
13594,0.0,120.0,1.0,136.35000000000002,0.271313672922252,1.0,136.35000000000002,Bronze,High Risk,0.1840277727864068
13595,129.0,151.0,3.0,818.22,0.2439520580350102,1.0,2454.66,Gold,High Risk,0.1451939862835717
13597,2.0,35.0,2.0,396.71,0.365407664406245,1.0,793.42,Silver,Low Risk,0.3311200819552569
13598,156.0,130.0,4.0,609.42,0.2694133417442044,1.0,2437.68,Gold,High Risk,0.1755159304124441
13599,371.0,1.0,14.0,5013.96,0.4371629080586658,0.0,70195.44,Platinum,Low Risk,0.4359908895384013
13600,0.0,269.0,1.0,298.9,0.1115281501340482,1.0,298.9,Silver,High Risk,0.031096320680807
13601,154.0,27.0,2.0,491.82,0.3739867528780949,1.0,983.64,Silver,Low Risk,0.3469153257260612
13602,179.0,16.0,3.0,596.28,0.3887241759974767,1.0,1788.84,Gold,Low Risk,0.3720496805123302
