Customer ID,L,R,F,M,S,cluster,score,tier
13589,284,84,4,741.09,0.3187431004573411,1,2964.36,Gold
13590,362,10,12,4367.67,0.4216290805866582,0,52412.04,Platinum
13591,289,70,4,976.81,0.3337565052830784,1,3907.24,Gold
13593,259,22,9,3486.61,0.3999369184671187,0,31379.49,Platinum
13594,0,120,1,136.35000000000002,0.271313672922252,1,136.35000000000002,Bronze
13595,129,151,3,818.22,0.2439520580350102,1,2454.66,Gold
13597,2,35,2,396.71,0.365407664406245,1,793.42,Silver
13598,156,130,4,609.42,0.2694133417442044,1,2437.68,Gold
13599,371,1,14,5013.96,0.4371629080586658,0,70195.44,Platinum
13600,0,269,1,298.9,0.1115281501340482,1,298.9,Silver
13601,154,27,2,491.82,0.3739867528780949,1,983.64,Silver
13602,179,16,3,596.28,0.3887241759974767,1,1788.84,Gold
13604,0,293,1,717.62,0.0857908847184986,1,717.62,Silver
13605,184,22,2,522.67,0.3793486831730011,1,1045.34,Silver
13607,0,37,1,400.3,0.3603217158176944,1,400.3,Silver
13608,0,175,1,236.2,0.2123324396782841,1,236.2,Bronze
13609,0,228,1,167.35,0.1554959785522788,1,167.35,Bronze
13610,316,22,7,1044.0,0.3940545655259422,1,7308.0,Gold
13611,362,9,7,2147.73,0.4079955842926983,1,15034.11,Platinum
13612,0,267,1,818.29,0.1136729222520107,1,818.29,Silver
13613,207,87,5,1039.85,0.3184671187509856,1,5199.25,Gold
13614,157,28,2,748.73,0.3729143668191137,1,1497.46,Silver
13615,280,34,7,5854.84,0.3811859328181675,0,40983.880000000005,Platinum
13616,122,203,2,288.1,0.1852468064973979,1,576.2,Silver
13617,86,43,5,734.57,0.3656521053461599,1,3672.85,Gold
13619,129,179,2,231.69,0.2109840719129475,1,463.38,Silver
13620,0,163,1,112.34,0.2252010723860589,1,112.34,Bronze
13622,0,331,1,658.95,0.0450402144772117,1,658.95,Silver
13623,356,15,5,1818.71,0.3956789149976344,1,9093.55,Gold
13624,0,23,1,462.08,0.3753351206434316,1,462.08,Silver
13625,0,231,1,301.26,0.1522788203753351,1,301.26,Silver
13626,0,14,1,449.81,0.3849865951742627,1,449.81,Silver
13627,152,123,2,607.43,0.2710376912158965,1,1214.86,Silver
13628,0,311,1,310.14,0.0664879356568364,1,310.14,Silver
13629,252,48,8,5578.5,0.3691137044630184,0,44628.0,Platinum
13632,217,29,3,1526.88,0.3747831572307207,1,4580.64,Gold
13634,323,9,11,3498.31,0.4197602901750513,0,38481.41,Platinum
13635,296,77,3,1928.13,0.3233086263996215,1,5784.39,Gold
13639,0,71,1,312.93,0.3238605898123324,1,312.93,Silver
13640,0,246,1,405.0,0.1361930294906166,1,405.0,Silver
13641,93,275,5,1016.47,0.1168585396625137,1,5082.35,Gold
13642,0,67,3,159.92,0.3340324869894338,1,479.76,Silver
13643,349,17,7,1637.33,0.3994164958208484,1,11461.31,Gold
13646,0,34,2,326.25,0.3664800504652263,1,652.5,Silver
13647,108,129,4,1393.56,0.2704857278031856,1,5574.24,Gold
13648,337,35,8,1764.02,0.3830547232297744,1,14112.16,Platinum
13649,160,1,5,1332.28,0.4106923198233717,1,6661.4,Gold
13650,308,9,4,1451.66,0.3991720548809336,1,5806.64,Gold
13651,0,16,1,132.65,0.3828418230563002,1,132.65,Bronze
13652,283,3,3,1475.77,0.4026651947642328,1,4427.31,Gold
13653,0,122,1,152.2,0.2691689008042895,1,152.2,Bronze
13654,357,15,5,3600.67,0.3956789149976344,0,18003.35,Platinum
13655,216,9,4,1347.54,0.3991720548809336,1,5390.16,Gold
13656,95,134,2,699.2,0.2592414445671029,1,1398.4,Silver
13658,289,18,4,3386.33,0.3895205803501025,0,13545.32,Platinum
13659,244,51,10,3321.68,0.3717788992272512,0,33216.8,Platinum
13660,0,35,1,314.59,0.3624664879356568,1,314.59,Silver
13661,0,238,1,325.24,0.1447721179624665,1,325.24,Silver
13662,272,20,8,1352.35,0.399140514114493,0,10818.8,Gold
13663,266,15,4,1858.04,0.3927377385270462,1,7432.16,Gold
13665,117,21,3,1711.66,0.3833622457025705,1,5134.9800000000005,Gold
13666,315,55,2,43.25,0.3439599432266204,1,86.5,Bronze
13668,344,18,14,6726.35,0.4189323450559848,0,94168.9,Platinum
13669,0,42,1,195.0,0.3549597855227882,1,195.0,Bronze
13671,0,29,1,194.95,0.3689008042895442,1,194.95,Bronze
13672,0,365,1,233.53,0.0085790884718498,1,233.53,Bronze
13674,0,67,1,240.68,0.3281501340482574,1,240.68,Bronze
13676,80,174,2,243.9,0.2163460022078536,1,487.8,Silver
13677,115,39,2,556.1899999999999,0.3611181201703202,1,1112.38,Silver
13679,241,128,3,281.26,0.2686169373915786,1,843.78,Silver
13680,263,106,8,7713.25,0.3069153130421069,0,61706.0,Platinum
13683,0,92,1,258.6,0.3013404825737266,1,258.6,Bronze
13684,230,25,3,529.75,0.3790727014666456,1,1589.25,Silver
13686,21,15,2,337.04,0.3868553855858697,1,674.08,Silver
13687,0,73,1,11880.84,0.3217158176943699,0,11880.84,Gold
13688,0,270,1,375.5,0.110455764075067,1,375.5,Silver
13689,0,79,1,349.5,0.3152815013404826,1,349.5,Silver
13691,0,31,1,212.78,0.3667560321715817,1,212.78,Bronze
13692,11,43,2,1626.08,0.3568285759343952,1,3252.16,Gold
13693,358,9,9,2011.82,0.4138779372338748,0,18106.38,Platinum
13694,361,8,94,131443.19,0.664950323292856,0,12355659.86,Platinum
13695,0,212,1,266.6,0.1726541554959785,1,266.6,Bronze
13696,244,56,3,2020.4,0.3458287336382274,1,6061.200000000001,Gold
13698,85,231,2,465.53,0.1552199968459233,1,931.06,Silver
13699,0,185,1,455.57,0.2016085790884718,1,455.57,Silver
13700,253,52,3,348.34,0.3501182778741523,1,1045.02,Silver
13701,0,81,1,161.0,0.3131367292225201,1,161.0,Bronze
13702,0,80,1,135.18,0.3142091152815013,1,135.18,Bronze
13703,0,50,1,326.06,0.3463806970509384,1,326.06,Silver
13705,250,8,5,1323.47,0.4031856174105031,1,6617.35,Gold
13706,0,261,1,300.38,0.1201072386058981,1,300.38,Silver
13707,106,64,3,2559.45,0.3372496451663775,1,7678.349999999999,Gold
13709,251,81,5,1263.7,0.324901435104873,1,6318.5,Gold
13710,188,58,2,329.04,0.3407427850496767,1,658.08,Silver
13711,317,41,7,1540.2,0.3736792304052989,1,10781.4,Gold
13712,0,245,1,537.58,0.1372654155495978,1,537.58,Silver
13713,174,43,3,743.26,0.3597697524049834,1,2229.78,Gold
13714,0,100,1,161.35,0.2927613941018767,1,161.35,Bronze
13715,265,7,13,7403.95,0.4277874152341901,0,96251.35,Platinum
13717,28,92,2,318.29,0.3042816590443148,1,636.58,Silver
13719,177,28,6,1773.57,0.3846790727014667,1,10641.42,Gold
13721,0,30,1,217.4,0.367828418230563,1,217.4,Bronze
13722,225,55,7,3260.0,0.3586658255795616,0,22820.0,Platinum
13723,219,27,5,1009.35,0.3828102822898596,1,5046.75,Gold
13724,0,272,1,213.01,0.1083109919571045,1,213.01,Bronze
13727,118,246,6,746.57,0.1508989118435578,1,4479.42,Gold
13728,342,22,10,1839.03,0.402878094937707,0,18390.3,Platinum
13729,248,70,3,724.73,0.3308153288124901,1,2174.19,Gold
13733,324,45,2,487.03,0.3546838038164328,1,974.06,Silver
13734,94,143,4,6701.640000000001,0.2554723229774484,0,26806.560000000005,Platinum
13735,350,11,9,6927.9800000000005,0.4117331651159123,0,62351.82000000001,Platinum
13736,307,60,5,2034.31,0.347421542343479,1,10171.55,Gold
13738,0,31,1,440.93,0.3667560321715817,1,440.93,Silver
13739,0,162,1,75.3,0.2262734584450402,1,75.3,Bronze
13740,322,50,4,1247.02,0.3552042264627031,1,4988.08,Gold
13745,0,181,1,477.32,0.2058981233243968,1,477.32,Silver
13746,0,48,1,176.69,0.3485254691689008,1,176.69,Bronze
13747,51,8,2,169.8,0.3943620879987384,1,339.6,Silver
13748,364,8,5,1320.1,0.4031856174105031,1,6600.5,Gold
13750,236,15,6,1954.92,0.3986200914682227,1,11729.52,Gold
13752,0,162,1,404.4500000000001,0.2262734584450402,1,404.4500000000001,Silver
13753,138,233,3,1353.31,0.1560164011985491,1,4059.93,Gold
13754,0,72,1,164.45,0.3227882037533512,1,164.45,Bronze
13756,356,2,10,4017.980000000001,0.4243258161173316,0,40179.80000000001,Platinum
13757,0,309,1,195.55,0.0686327077747989,1,195.55,Bronze
13758,372,1,10,6226.43,0.4253982021763129,0,62264.3,Platinum
13760,189,39,3,1076.85,0.3640592966409084,1,3230.55,Gold
13761,154,137,4,881.52,0.2619066393313358,1,3526.08,Gold
13762,105,228,4,2165.76,0.1643195079640435,1,8663.04,Gold
13763,17,52,2,3502.48,0.3471771014035641,0,7004.96,Gold
13764,73,204,3,1431.5,0.1871155969090049,1,4294.5,Gold
13765,0,288,1,352.821,0.0911528150134048,1,352.821,Silver
13766,0,130,1,190.35,0.2605898123324396,1,190.35,Bronze
13767,369,4,39,18320.17,0.507475161646428,0,714486.6299999999,Platinum
13768,4,361,2,875.97,0.015809809178363,1,1751.94,Gold
13769,356,2,11,3003.9100000000003,0.4272669925879199,0,33043.01,Platinum
13770,308,57,4,785.37,0.3476975240498344,1,3141.48,Gold
13771,119,168,5,3094.37,0.2316038479735057,0,15471.85,Platinum
13772,253,35,5,1982.09,0.3742311938180098,1,9910.45,Gold
13773,263,31,2,301.54,0.36969720864217,1,603.08,Silver
13775,0,225,1,1049.66,0.1587131367292225,1,1049.66,Silver
13776,0,63,2,623.98,0.3353808547547705,1,1247.96,Silver
13777,371,1,37,30501.26,0.5048099668821953,0,1128546.62,Platinum
13778,74,126,3,945.79,0.2707617095095411,1,2837.37,Gold
13779,0,150,1,161.13,0.239142091152815,1,161.13,Bronze
13780,0,42,1,375.81,0.3549597855227882,1,375.81,Silver
13781,128,227,2,650.99,0.1595095410818483,1,1301.98,Silver
13782,279,88,7,881.72,0.3232770856331809,1,6172.04,Gold
13783,185,122,4,1542.09,0.2779924302160543,1,6168.36,Gold
13784,15,69,3,447.44,0.3318877148714714,1,1342.32,Silver
13785,31,63,4,542.49,0.341263207695947,1,2169.96,Gold
13786,368,2,6,3128.54,0.4125611102349787,0,18771.24,Platinum
13787,236,93,4,913.46,0.30909162592651,1,3653.84,Gold
13788,0,140,1,3.75,0.2498659517426273,1,3.75,Bronze
13789,0,23,1,239.46,0.3753351206434316,1,239.46,Bronze
13792,0,57,1,188.4,0.3388739946380697,1,188.4,Bronze
13793,0,281,1,96.0,0.0986595174262734,1,96.0,Bronze
13794,0,181,1,126.03,0.2058981233243968,1,126.03,Bronze
13795,249,23,4,836.3,0.3841586500551964,1,3345.2,Gold
13796,0,134,1,289.7,0.2563002680965147,1,289.7,Bronze
13797,210,71,3,1179.45,0.3297429427535089,1,3538.3500000000004,Gold
13798,359,7,54,38683.02,0.5483756505283078,0,2088883.08,Platinum
13799,199,79,7,2114.71,0.332928560164012,1,14802.97,Platinum
13800,306,65,2,1121.24,0.3332360826368081,1,2242.48,Gold
13802,287,9,16,21659.69,0.4344661725279924,0,346555.04,Platinum
13803,187,66,2,1061.84,0.3321636965778268,1,2123.68,Gold
13804,1,70,2,572.73,0.3278741523419019,1,1145.46,Silver
13807,368,2,3,422.2,0.403737580823214,1,1266.6,Silver
13809,65,29,2,524.65,0.3718419807601325,1,1049.3,Silver
13813,205,162,4,1398.61,0.2350969878568049,1,5594.44,Gold
13814,0,162,1,678.2,0.2262734584450402,1,678.2,Silver
13815,259,41,4,3448.38,0.3648557009935342,0,13793.52,Platinum
13818,0,64,1,61.28,0.3313672922252011,1,61.28,Bronze
13819,68,304,3,1502.0,0.0798769910108815,1,4506.0,Gold
13820,262,53,3,660.65,0.3490458918151711,1,1981.95,Gold
13821,310,28,4,1025.09,0.3787967197602902,1,4100.36,Gold
13823,343,15,5,2445.79,0.3956789149976344,1,12228.95,Platinum
13824,258,14,7,1615.82,0.4026336539977921,1,11310.74,Gold
13825,108,256,2,255.59,0.1284103453713925,1,511.18,Silver
13829,0,56,1,102.0,0.3399463806970509,1,102.0,Bronze
13830,0,216,1,156.85000000000002,0.1683646112600536,1,156.85000000000002,Bronze
13831,359,4,13,4820.59,0.4310045734111339,0,62667.67,Platinum
13832,0,57,1,561.49,0.3388739946380697,1,561.49,Silver
13833,0,39,1,316.56,0.3581769436997319,1,316.56,Silver
13834,92,211,2,324.19,0.176667718025548,1,648.38,Silver
13835,126,154,3,260.7,0.2407348998580665,1,782.0999999999999,Silver
13836,15,34,2,620.37,0.3664800504652263,1,1240.74,Silver
13838,209,4,7,1274.36,0.4133575145876045,1,8920.519999999999,Gold
13839,0,121,1,139.95000000000002,0.2702412868632708,1,139.95000000000002,Bronze
13840,0,51,1,651.4,0.3453083109919571,1,651.4,Silver
13842,294,1,10,2244.29,0.4253982021763129,0,22442.9,Platinum
13843,0,16,1,319.75,0.3828418230563002,1,319.75,Silver
13846,0,34,1,442.73,0.3635388739946381,1,442.73,Silver
13847,0,354,1,310.72,0.0203753351206434,1,310.72,Silver
13848,363,1,6,2080.0,0.4136334962939599,1,12480.0,Platinum
13849,227,32,3,1931.35,0.3715659990537769,1,5794.049999999999,Gold
13851,299,14,5,1955.0,0.3967513010566157,1,9775.0,Gold
13852,0,245,1,187.35,0.1372654155495978,1,187.35,Bronze
13854,334,0,15,4144.44,0.4411764705882353,0,62166.59999999999,Platinum
13855,230,135,4,1310.34,0.2640514114492982,1,5241.36,Gold
13856,156,98,8,753.53,0.3154944015139568,0,6028.24,Gold
13857,177,28,6,1001.01,0.3846790727014667,1,6006.06,Gold
13859,0,164,1,314.7,0.2241286863270777,1,314.7,Silver
13861,101,64,2,273.26,0.3343084686957893,1,546.52,Silver
13862,0,24,1,346.73,0.3742627345844504,1,346.73,Silver
13863,127,100,3,933.77,0.2986437470430531,1,2801.31,Gold
13864,0,21,1,662.4000000000001,0.3774798927613941,1,662.4000000000001,Silver
13869,309,16,6,5006.62,0.3975477054092414,0,30039.72,Platinum
13870,282,22,7,2941.14,0.3940545655259422,1,20587.98,Platinum
13871,290,63,4,1482.6,0.341263207695947,1,5930.4,Gold
13872,198,162,3,919.57,0.2321558113862167,1,2758.71,Gold
13873,262,18,5,649.32,0.3924617568206908,1,3246.6000000000004,Gold
13874,168,139,6,1508.7,0.2656442201545497,1,9052.2,Gold
13875,335,22,9,3027.58,0.3999369184671187,0,27248.22,Platinum
13877,219,105,2,332.44,0.2903406402775587,1,664.88,Silver
13878,56,182,3,1191.53,0.210708090206592,1,3574.59,Gold
13879,0,280,1,395.5,0.0997319034852546,1,395.5,Silver
13880,194,2,5,1171.89,0.4096199337643905,1,5859.450000000001,Gold
13881,270,10,23,28019.58,0.4539820217631288,0,644450.3400000001,Platinum
13883,327,38,10,3885.54,0.3857199179940073,0,38855.4,Platinum
13884,93,11,5,1100.88,0.3999684592335594,1,5504.400000000001,Gold
13888,170,39,5,1563.42,0.3699416495820849,1,7817.1,Gold
13889,303,17,5,1574.3300000000002,0.393534142879672,1,7871.650000000001,Gold
13890,358,9,4,1043.57,0.3991720548809336,1,4174.28,Gold
13891,203,13,3,863.56,0.3919413341744204,1,2590.68,Gold
13892,97,112,2,634.68,0.2828339378646901,1,1269.36,Silver
13895,220,150,2,1415.45,0.2420832676234032,1,2830.9,Gold
13896,0,260,1,388.55,0.1211796246648793,1,388.55,Silver
13897,238,73,2,849.5600000000001,0.3246569941649582,1,1699.12,Gold
13898,0,46,1,530.47,0.3506702412868633,1,530.47,Silver
13900,235,24,3,869.64,0.3801450875256268,1,2608.92,Gold
13901,329,9,10,2809.14,0.416819113704463,0,28091.4,Platinum
13902,92,267,5,34095.26,0.1254376281343636,0,170476.30000000002,Platinum
13903,0,35,1,165.45000000000002,0.3624664879356568,1,165.45000000000002,Bronze
13905,0,367,1,312.65,0.0064343163538874,1,312.65,Silver
13906,0,44,1,42.0,0.3528150134048258,1,42.0,Bronze
13907,0,326,1,136.8,0.0504021447721179,1,136.8,Bronze
13909,98,58,2,286.6,0.3407427850496767,1,573.2,Silver
13911,268,14,11,1654.08,0.4143983598801451,0,18194.88,Platinum
13912,0,58,1,124.95,0.3378016085790885,1,124.95,Bronze
13913,0,141,1,42.22,0.2487935656836461,1,42.22,Bronze
13915,0,29,1,70.80000000000001,0.3689008042895442,1,70.80000000000001,Bronze
13916,211,98,4,1275.81,0.3037296956316039,1,5103.24,Gold
13919,116,59,2,975.87,0.3396703989906955,1,1951.74,Gold
13920,130,66,4,1774.68,0.3380460495190033,1,7098.72,Gold
13921,319,37,4,730.7,0.3691452452294591,1,2922.8,Gold
13922,30,72,2,692.95,0.3257293802239394,1,1385.9,Silver
13927,0,72,1,359.27,0.3227882037533512,1,359.27,Silver
13929,278,51,9,2651.45,0.368837722756663,0,23863.05,Platinum
13931,344,27,9,4019.85,0.3945749881722126,0,36178.65,Platinum
13935,55,231,3,6116.92,0.1581611733165116,0,18350.76,Platinum
13936,31,17,2,563.08,0.3847106134679072,1,1126.16,Silver
13937,0,37,1,721.28,0.3603217158176944,1,721.28,Silver
13939,181,66,4,992.41,0.3380460495190033,1,3969.64,Gold
13941,350,7,11,6009.34,0.4219050622930137,0,66102.74,Platinum
13942,0,169,1,320.0,0.2187667560321715,1,320.0,Silver
13943,0,212,1,246.54,0.1726541554959785,1,246.54,Bronze
13944,0,288,1,200.43,0.0911528150134048,1,200.43,Bronze
13945,85,29,2,854.1500000000001,0.3718419807601325,1,1708.3000000000002,Gold
13946,359,11,3,1314.66,0.3940861062923829,1,3943.980000000001,Gold
13948,324,46,3,446.76,0.3565525942280397,1,1340.28,Silver
13952,343,15,12,9572.45,0.4162671502917521,0,114869.4,Platinum
13953,319,44,5,3125.0,0.3645797192871787,0,15625.0,Platinum
13955,0,10,1,222.21,0.3892761394101877,1,222.21,Bronze
13957,240,52,3,458.25,0.3501182778741523,1,1374.75,Silver
13958,354,14,8,4709.2300000000005,0.4055748304683804,0,37673.84,Platinum
13959,112,34,3,477.98,0.3694212269358145,1,1433.94,Silver
13961,0,27,1,538.4,0.3710455764075067,1,538.4,Silver
13962,0,70,1,193.25,0.3249329758713137,1,193.25,Bronze
13963,229,2,14,2347.33,0.4360905219996845,0,32862.619999999995,Platinum
13964,43,22,2,438.9,0.3793486831730011,1,877.8,Silver
13965,226,111,3,996.61,0.2868475003942596,1,2989.83,Gold
13966,0,70,1,390.86,0.3249329758713137,1,390.86,Silver
13967,0,31,1,85.6,0.3667560321715817,1,85.6,Bronze
13968,0,58,1,123.66,0.3378016085790885,1,123.66,Bronze
13969,259,0,18,4311.93,0.45,0,77614.74,Platinum
13970,51,21,2,846.55,0.3804210692319823,1,1693.1,Gold
13971,258,58,6,1909.31,0.3525074909320296,1,11455.86,Gold
13974,0,217,1,264.13,0.1672922252010723,1,264.13,Bronze
13975,282,28,6,2832.56,0.3846790727014667,1,16995.36,Platinum
13976,161,141,3,834.38,0.2546759186248226,1,2503.14,Gold
13977,0,46,1,519.8100000000001,0.3506702412868633,1,519.8100000000001,Silver
13979,343,28,6,2546.36,0.3846790727014667,1,15278.16,Platinum
13980,216,74,4,599.78,0.3294669610471535,1,2399.12,Gold
13981,0,50,1,331.14,0.3463806970509384,1,331.14,Silver
13982,322,0,6,2573.78,0.4147058823529412,1,15442.68,Platinum
13983,363,1,10,4505.02,0.4253982021763129,0,45050.2,Platinum
13984,366,1,8,1128.09,0.4195158492351364,0,9024.72,Gold
13985,293,9,7,2960.73,0.4079955842926983,1,20725.11,Platinum
13987,21,14,2,682.54,0.387927771644851,1,1365.08,Silver
13988,242,18,2,609.84,0.383638227408926,1,1219.68,Silver
13989,99,99,3,759.98,0.2997161331020344,1,2279.94,Gold
13992,82,15,2,142.7,0.3868553855858697,1,285.4,Bronze
13993,356,14,10,3309.35,0.4114571834095569,0,33093.5,Platinum
13995,342,14,9,2508.32,0.4085160069389686,0,22574.88,Platinum
13996,13,21,2,895.76,0.3804210692319823,1,1791.52,Gold
13997,31,154,3,382.31,0.2407348998580665,1,1146.93,Silver
13998,129,81,3,566.7,0.3190190821636965,1,1700.1,Gold
13999,359,9,17,5600.45,0.4374073489985807,0,95207.65,Platinum
14000,323,49,4,1410.68,0.3562766125216843,1,5642.72,Gold
14001,120,8,7,2487.01,0.4090679703516796,1,17409.07,Platinum
14003,0,367,1,209.41,0.0064343163538874,1,209.41,Bronze
14004,42,28,4,1675.81,0.3787967197602902,1,6703.24,Gold
14006,124,163,4,1234.48,0.2340246017978236,1,4937.92,Gold
14007,0,147,1,79.48,0.2423592493297587,1,79.48,Bronze
14008,0,67,1,509.04,0.3281501340482574,1,509.04,Silver
14009,0,97,1,404.3,0.2959785522788204,1,404.3,Silver
14010,0,200,2,445.15,0.1884639646743415,1,890.3,Silver
14011,127,115,2,457.82,0.2796167796877464,1,915.64,Silver
14013,243,15,2,611.55,0.3868553855858697,1,1223.1,Silver
14014,200,11,2,1443.03,0.3911449298217946,1,2886.06,Gold
14016,304,31,7,7062.2,0.3844030909951111,0,49435.4,Platinum
14017,0,206,1,229.75,0.1790884718498659,1,229.75,Bronze
14018,0,280,1,367.15,0.0997319034852546,1,367.15,Silver
14020,52,111,2,606.21,0.2839063239236714,1,1212.42,Silver
14021,218,9,4,1084.68,0.3991720548809336,1,4338.72,Gold
14022,0,121,1,352.15000000000003,0.2702412868632708,1,352.15000000000003,Silver
14024,0,25,1,318.04,0.3731903485254692,1,318.04,Silver
14025,119,99,8,4057.9,0.3144220154549755,0,32463.2,Platinum
14026,154,105,2,713.11,0.2903406402775587,1,1426.22,Silver
14028,0,185,3,10396.5,0.2074909320296483,0,31189.5,Platinum
14030,362,1,14,5902.2,0.4371629080586658,0,82630.8,Platinum
14031,371,0,27,23712.31,0.4764705882352941,0,640232.37,Platinum
14032,358,1,6,1874.68,0.4136334962939599,1,11248.08,Gold
14033,0,190,1,109.44,0.1962466487935656,1,109.44,Bronze
14035,205,41,4,1428.7,0.3648557009935342,1,5714.8,Gold
14037,254,113,4,689.75,0.2876439047468854,1,2759.0,Gold
14038,276,32,2,1509.5,0.3686248225831887,1,3019.0,Gold
14039,0,210,1,115.08,0.174798927613941,1,115.08,Bronze
14040,352,21,23,9030.65,0.4421857751143352,0,207704.95,Platinum
14042,0,360,1,431.98,0.013941018766756,1,431.98,Silver
14043,238,126,2,304.25,0.2678205330389528,1,608.5,Silver
14044,265,53,6,2470.28,0.3578694212269358,1,14821.68,Platinum
14045,327,8,13,9653.28,0.426715029175209,0,125492.64,Platinum
14047,304,7,10,2946.42,0.4189638858224255,0,29464.2,Platinum
14048,0,17,2,338.76,0.3847106134679072,1,677.52,Silver
14049,229,22,9,7557.31,0.3999369184671187,0,68015.79000000001,Platinum
14051,370,1,15,6823.610000000001,0.4401040845292541,0,102354.15,Platinum
14052,0,25,1,255.45,0.3731903485254692,1,255.45,Bronze
14053,89,32,2,312.05,0.3686248225831887,1,624.1,Silver
14055,145,212,2,795.3199999999999,0.1755953319665667,1,1590.64,Silver
14057,354,16,5,2190.88,0.3946065289386532,1,10954.4,Gold
14058,67,97,2,469.19,0.2989197287494086,1,938.38,Silver
14060,272,1,13,3378.66,0.4342217315880776,0,43922.58,Platinum
14061,230,142,3,917.43,0.2536035325658413,1,2752.29,Gold
14062,354,9,12,15139.35,0.4227014666456395,0,181672.2,Platinum
14063,293,73,9,22710.2,0.3452452294590759,0,204391.8,Platinum
14064,256,65,10,1978.68,0.356765494401514,0,19786.8,Platinum
14065,42,24,3,891.02,0.3801450875256268,1,2673.06,Gold
14068,74,238,3,1262.52,0.1506544709036429,1,3787.56,Gold
14069,46,149,2,230.06,0.2431556536823844,1,460.12,Silver
14070,0,319,1,326.55,0.0579088471849865,1,326.55,Silver
14072,0,301,1,390.85,0.0772117962466488,1,390.85,Silver
14074,0,258,1,219.4,0.1233243967828418,1,219.4,Bronze
14075,137,38,3,792.61,0.3651316826998896,1,2377.83,Gold
14077,0,30,1,115.66,0.367828418230563,1,115.66,Bronze
14078,247,8,4,643.26,0.4002444409399149,1,2573.04,Gold
14079,0,317,1,243.63,0.060053619302949,1,243.63,Bronze
14080,323,48,4,1070.08,0.3573489985806655,1,4280.32,Gold
14081,359,4,9,4435.58,0.4192398675287809,0,39920.22,Platinum
14082,0,27,1,231.11,0.3710455764075067,1,231.11,Bronze
14083,350,6,3,388.83,0.399448036587289,1,1166.49,Silver
14084,0,147,1,150.5,0.2423592493297587,1,150.5,Bronze
14085,362,3,16,5656.43,0.4409004888818799,0,90502.88,Platinum
14086,0,97,1,39.95,0.2959785522788204,1,39.95,Bronze
14087,330,39,2,651.8,0.3611181201703202,1,1303.6,Silver
14088,14,41,3,13544.99,0.3619145245229459,0,40634.97,Platinum
14091,44,289,2,9530.08,0.0930216054250118,0,19060.16,Platinum
14092,348,9,10,3152.54,0.416819113704463,0,31525.4,Platinum
14094,0,74,1,335.22,0.3206434316353888,1,335.22,Silver
14095,0,357,1,2.95,0.0171581769436997,1,2.95,Bronze
14097,164,116,2,422.86,0.2785443936287652,1,845.72,Silver
14099,354,10,9,2661.54,0.4128055511748936,0,23953.86,Platinum
14101,233,23,7,3985.14,0.392982179466961,0,27895.98,Platinum
14104,170,24,3,555.37,0.3801450875256268,1,1666.11,Silver
14105,312,43,4,4722.6,0.3627109288755717,0,18890.4,Platinum
14106,0,372,1,214.8,0.0010723860589812,1,214.8,Bronze
14107,281,83,4,2174.07,0.3198154865163223,1,8696.28,Gold
14108,6,366,2,447.05,0.0104478788834568,1,894.1,Silver
14110,303,70,21,7304.8,0.3837565052830784,0,153400.80000000002,Platinum
14112,202,86,6,2919.44,0.3224806812805551,1,17516.64,Platinum
14113,356,10,12,5252.1900000000005,0.4216290805866582,0,63026.280000000006,Platinum
14114,210,30,5,977.56,0.3795931241129159,1,4887.799999999999,Gold
14115,165,136,2,622.67,0.2570966724491405,1,1245.34,Silver
14118,0,63,1,458.45,0.3324396782841823,1,458.45,Silver
14119,342,10,2,183.37,0.3922173158807759,1,366.74,Silver
14122,331,41,3,362.42,0.3619145245229459,1,1087.26,Silver
14123,0,368,1,436.18,0.0053619302949061,1,436.18,Silver
14126,0,79,1,466.33,0.3152815013404826,1,466.33,Silver
14127,45,15,3,1190.37,0.3897965620564579,1,3571.11,Gold
14128,0,186,1,286.71,0.2005361930294906,1,286.71,Bronze
14129,179,34,4,1467.48,0.3723624034064028,1,5869.92,Gold
14130,353,10,3,1398.81,0.3951584923513641,1,4196.43,Gold
14131,0,283,1,187.87,0.0965147453083109,1,187.87,Bronze
14133,0,368,1,305.5,0.0053619302949061,1,305.5,Silver
14134,347,17,15,11123.35,0.4229459075855543,0,166850.25,Platinum
14135,370,2,11,4953.61,0.4272669925879199,0,54489.71,Platinum
14136,331,35,5,1570.81,0.3742311938180098,1,7854.049999999999,Gold
14137,0,330,1,332.7,0.046112600536193,1,332.7,Silver
14139,52,125,3,670.98,0.2718340955685223,1,2012.94,Gold
14142,273,8,2,671.34,0.3943620879987384,1,1342.68,Silver
14144,0,121,1,30.6,0.2702412868632708,1,30.6,Bronze
14145,151,94,3,3857.85,0.3050780633969405,0,11573.55,Gold
14146,311,18,7,5259.3,0.3983441097618672,0,36815.1,Platinum
14147,251,23,7,2106.8,0.392982179466961,1,14747.600000000002,Platinum
14148,0,49,1,309.09000000000003,0.3474530831099196,1,309.09000000000003,Silver
14151,43,308,2,679.45,0.0726462703043684,1,1358.9,Silver
14152,272,22,5,1376.05,0.3881722125847658,1,6880.25,Gold
14153,0,118,1,233.4,0.2734584450402145,1,233.4,Bronze
14154,314,16,6,5115.08,0.3975477054092414,0,30690.48,Platinum
14156,366,6,102,196566.74,0.6906245071755244,0,20049807.48,Platinum
14157,256,24,3,569.9,0.3801450875256268,1,1709.6999999999998,Gold
