Customer ID,L,R,F,M,S,cluster
13870,282,22,7,2941.14,0.3940545655259422,1
13871,290,63,4,1482.6,0.341263207695947,1
13872,198,162,3,919.57,0.2321558113862167,1
13873,262,18,5,649.32,0.3924617568206908,1
13874,168,139,6,1508.7,0.2656442201545497,1
13875,335,22,9,3027.58,0.3999369184671187,0
13877,219,105,2,332.44,0.2903406402775587,1
13878,56,182,3,1191.53,0.210708090206592,1
13879,0,280,1,395.5,0.0997319034852546,1
13880,194,2,5,1171.89,0.4096199337643905,1
13881,270,10,23,28019.58,0.4539820217631288,0
13883,327,38,10,3885.54,0.3857199179940073,0
13884,93,11,5,1100.88,0.3999684592335594,1
13888,170,39,5,1563.42,0.3699416495820849,1
13889,303,17,5,1574.3300000000002,0.393534142879672,1
13890,358,9,4,1043.57,0.3991720548809336,1
13891,203,13,3,863.56,0.3919413341744204,1
13892,97,112,2,634.68,0.2828339378646901,1
13895,220,150,2,1415.45,0.2420832676234032,1
13896,0,260,1,388.55,0.1211796246648793,1
13897,238,73,2,849.5600000000001,0.3246569941649582,1
13898,0,46,1,530.47,0.3506702412868633,1
13900,235,24,3,869.64,0.3801450875256268,1
13901,329,9,10,2809.14,0.416819113704463,0
13902,92,267,5,34095.26,0.1254376281343636,0
13903,0,35,1,165.45000000000002,0.3624664879356568,1
13905,0,367,1,312.65,0.0064343163538874,1
13906,0,44,1,42.0,0.3528150134048258,1
13907,0,326,1,136.8,0.0504021447721179,1
13909,98,58,2,286.6,0.3407427850496767,1
13911,268,14,11,1654.08,0.4143983598801451,0
13912,0,58,1,124.95,0.3378016085790885,1
13913,0,141,1,42.22,0.2487935656836461,1
13915,0,29,1,70.80000000000001,0.3689008042895442,1
13916,211,98,4,1275.81,0.3037296956316039,1
13919,116,59,2,975.87,0.3396703989906955,1
13920,130,66,4,1774.68,0.3380460495190033,1
13921,319,37,4,730.7,0.3691452452294591,1
13922,30,72,2,692.95,0.3257293802239394,1
13927,0,72,1,359.27,0.3227882037533512,1
13929,278,51,9,2651.45,0.368837722756663,0
13931,344,27,9,4019.85,0.3945749881722126,0
13935,55,231,3,6116.92,0.1581611733165116,0
13936,31,17,2,563.08,0.3847106134679072,1
13937,0,37,1,721.28,0.3603217158176944,1
13939,181,66,4,992.41,0.3380460495190033,1
13941,350,7,11,6009.34,0.4219050622930137,0
13942,0,169,1,320.0,0.2187667560321715,1
13943,0,212,1,246.54,0.1726541554959785,1
13944,0,288,1,200.43,0.0911528150134048,1
13945,85,29,2,854.1500000000001,0.3718419807601325,1
13946,359,11,3,1314.66,0.3940861062923829,1
13948,324,46,3,446.76,0.3565525942280397,1
13952,343,15,12,9572.45,0.4162671502917521,0
13953,319,44,5,3125.0,0.3645797192871787,0
13955,0,10,1,222.21,0.3892761394101877,1
13957,240,52,3,458.25,0.3501182778741523,1
13958,354,14,8,4709.2300000000005,0.4055748304683804,0
13959,112,34,3,477.98,0.3694212269358145,1
13961,0,27,1,538.4,0.3710455764075067,1
13962,0,70,1,193.25,0.3249329758713137,1
13963,229,2,14,2347.33,0.4360905219996845,0
13964,43,22,2,438.9,0.3793486831730011,1
13965,226,111,3,996.61,0.2868475003942596,1
13966,0,70,1,390.86,0.3249329758713137,1
13967,0,31,1,85.6,0.3667560321715817,1
13968,0,58,1,123.66,0.3378016085790885,1
13969,259,0,18,4311.93,0.45,0
13970,51,21,2,846.55,0.3804210692319823,1
13971,258,58,6,1909.31,0.3525074909320296,1
13974,0,217,1,264.13,0.1672922252010723,1
13975,282,28,6,2832.56,0.3846790727014667,1
13976,161,141,3,834.38,0.2546759186248226,1
13977,0,46,1,519.8100000000001,0.3506702412868633,1
13979,343,28,6,2546.36,0.3846790727014667,1
13980,216,74,4,599.78,0.3294669610471535,1
13981,0,50,1,331.14,0.3463806970509384,1
13982,322,0,6,2573.78,0.4147058823529412,1
13983,363,1,10,4505.02,0.4253982021763129,0
13984,366,1,8,1128.09,0.4195158492351364,0
13985,293,9,7,2960.73,0.4079955842926983,1
13987,21,14,2,682.54,0.387927771644851,1
13988,242,18,2,609.84,0.383638227408926,1
13989,99,99,3,759.98,0.2997161331020344,1
13992,82,15,2,142.7,0.3868553855858697,1
13993,356,14,10,3309.35,0.4114571834095569,0
13995,342,14,9,2508.32,0.4085160069389686,0
13996,13,21,2,895.76,0.3804210692319823,1
13997,31,154,3,382.31,0.2407348998580665,1
13998,129,81,3,566.7,0.3190190821636965,1
13999,359,9,17,5600.45,0.4374073489985807,0
14000,323,49,4,1410.68,0.3562766125216843,1
14001,120,8,7,2487.01,0.4090679703516796,1
14003,0,367,1,209.41,0.0064343163538874,1
14004,42,28,4,1675.81,0.3787967197602902,1
14006,124,163,4,1234.48,0.2340246017978236,1
14007,0,147,1,79.48,0.2423592493297587,1
14008,0,67,1,509.04,0.3281501340482574,1
14009,0,97,1,404.3,0.2959785522788204,1
14010,0,200,2,445.15,0.1884639646743415,1
14011,127,115,2,457.82,0.2796167796877464,1
14013,243,15,2,611.55,0.3868553855858697,1
14014,200,11,2,1443.03,0.3911449298217946,1
14016,304,31,7,7062.2,0.3844030909951111,0
14017,0,206,1,229.75,0.1790884718498659,1
14018,0,280,1,367.15,0.0997319034852546,1
14020,52,111,2,606.21,0.2839063239236714,1
14021,218,9,4,1084.68,0.3991720548809336,1
14022,0,121,1,352.15000000000003,0.2702412868632708,1
14024,0,25,1,318.04,0.3731903485254692,1
14025,119,99,8,4057.9,0.3144220154549755,0
14026,154,105,2,713.11,0.2903406402775587,1
14028,0,185,3,10396.5,0.2074909320296483,0
14030,362,1,14,5902.2,0.4371629080586658,0
14031,371,0,27,23712.31,0.4764705882352941,0
14032,358,1,6,1874.68,0.4136334962939599,1
14033,0,190,1,109.44,0.1962466487935656,1
14035,205,41,4,1428.7,0.3648557009935342,1
14037,254,113,4,689.75,0.2876439047468854,1
14038,276,32,2,1509.5,0.3686248225831887,1
14039,0,210,1,115.08,0.174798927613941,1
14040,352,21,23,9030.65,0.4421857751143352,0
14042,0,360,1,431.98,0.013941018766756,1
14043,238,126,2,304.25,0.2678205330389528,1
14044,265,53,6,2470.28,0.3578694212269358,1
14045,327,8,13,9653.28,0.426715029175209,0
14047,304,7,10,2946.42,0.4189638858224255,0
14048,0,17,2,338.76,0.3847106134679072,1
14049,229,22,9,7557.31,0.3999369184671187,0
14051,370,1,15,6823.610000000001,0.4401040845292541,0
14052,0,25,1,255.45,0.3731903485254692,1
14053,89,32,2,312.05,0.3686248225831887,1
14055,145,212,2,795.3199999999999,0.1755953319665667,1
14057,354,16,5,2190.88,0.3946065289386532,1
14058,67,97,2,469.19,0.2989197287494086,1
14060,272,1,13,3378.66,0.4342217315880776,0
14061,230,142,3,917.43,0.2536035325658413,1
14062,354,9,12,15139.35,0.4227014666456395,0
14063,293,73,9,22710.2,0.3452452294590759,0
14064,256,65,10,1978.68,0.356765494401514,0
14065,42,24,3,891.02,0.3801450875256268,1
14068,74,238,3,1262.52,0.1506544709036429,1
14069,46,149,2,230.06,0.2431556536823844,1
14070,0,319,1,326.55,0.0579088471849865,1
14072,0,301,1,390.85,0.0772117962466488,1
14074,0,258,1,219.4,0.1233243967828418,1
14075,137,38,3,792.61,0.3651316826998896,1
14077,0,30,1,115.66,0.367828418230563,1
14078,247,8,4,643.26,0.4002444409399149,1
14079,0,317,1,243.63,0.060053619302949,1
14080,323,48,4,1070.08,0.3573489985806655,1
14081,359,4,9,4435.58,0.4192398675287809,0
14082,0,27,1,231.11,0.3710455764075067,1
14083,350,6,3,388.83,0.399448036587289,1
14084,0,147,1,150.5,0.2423592493297587,1
14085,362,3,16,5656.43,0.4409004888818799,0
14086,0,97,1,39.95,0.2959785522788204,1
14087,330,39,2,651.8,0.3611181201703202,1
14088,14,41,3,13544.99,0.3619145245229459,0
14091,44,289,2,9530.08,0.0930216054250118,0
14092,348,9,10,3152.54,0.416819113704463,0
14094,0,74,1,335.22,0.3206434316353888,1
14095,0,357,1,2.95,0.0171581769436997,1
14097,164,116,2,422.86,0.2785443936287652,1
14099,354,10,9,2661.54,0.4128055511748936,0
14101,233,23,7,3985.14,0.392982179466961,0
14104,170,24,3,555.37,0.3801450875256268,1
14105,312,43,4,4722.6,0.3627109288755717,0
14106,0,372,1,214.8,0.0010723860589812,1
14107,281,83,4,2174.07,0.3198154865163223,1
14108,6,366,2,447.05,0.0104478788834568,1
14110,303,70,21,7304.8,0.3837565052830784,0
14112,202,86,6,2919.44,0.3224806812805551,1
14113,356,10,12,5252.1900000000005,0.4216290805866582,0
14114,210,30,5,977.56,0.3795931241129159,1
14115,165,136,2,622.67,0.2570966724491405,1
14118,0,63,1,458.45,0.3324396782841823,1
14119,342,10,2,183.37,0.3922173158807759,1
14122,331,41,3,362.42,0.3619145245229459,1
14123,0,368,1,436.18,0.0053619302949061,1
14126,0,79,1,466.33,0.3152815013404826,1
14127,45,15,3,1190.37,0.3897965620564579,1
14128,0,186,1,286.71,0.2005361930294906,1
14129,179,34,4,1467.48,0.3723624034064028,1
14130,353,10,3,1398.81,0.3951584923513641,1
14131,0,283,1,187.87,0.0965147453083109,1
14133,0,368,1,305.5,0.0053619302949061,1
14134,347,17,15,11123.35,0.4229459075855543,0
14135,370,2,11,4953.61,0.4272669925879199,0
14136,331,35,5,1570.81,0.3742311938180098,1
14137,0,330,1,332.7,0.046112600536193,1
14139,52,125,3,670.98,0.2718340955685223,1
14142,273,8,2,671.34,0.3943620879987384,1
14144,0,121,1,30.6,0.2702412868632708,1
14145,151,94,3,3857.85,0.3050780633969405,0
14146,311,18,7,5259.3,0.3983441097618672,0
14147,251,23,7,2106.8,0.392982179466961,1
14148,0,49,1,309.09000000000003,0.3474530831099196,1
14151,43,308,2,679.45,0.0726462703043684,1
14152,272,22,5,1376.05,0.3881722125847658,1
14153,0,118,1,233.4,0.2734584450402145,1
14154,314,16,6,5115.08,0.3975477054092414,0
14156,366,6,102,196566.74,0.6906245071755244,0
14157,256,24,3,569.9,0.3801450875256268,1
14159,357,14,9,3245.0,0.4085160069389686,0
14160,88,245,7,8421.47,0.1549124743731272,0
14161,357,4,5,2208.36,0.407475161646428,1
14163,0,97,1,148.71,0.2959785522788204,1
14166,121,140,2,256.85,0.2528071282132156,1
14167,217,99,4,721.65,0.3026573095726226,1
14168,143,55,2,370.45,0.3439599432266204,1
14169,13,65,2,624.4300000000001,0.3332360826368081,1
14170,19,10,3,597.33,0.3951584923513641,1
14171,0,365,1,135.0,0.0085790884718498,1
14172,37,240,3,402.72,0.1485096987856805,1
14173,89,276,2,135.16,0.1069626241917678,1
14175,209,53,5,4456.58,0.3549282447563476,0
14176,13,2,2,339.11,0.4007964043526257,1
14177,270,16,9,1669.93,0.4063712348210061,0
14180,175,7,9,1570.73,0.4160227093518372,0
14181,151,45,2,310.55,0.3546838038164328,1
14182,152,78,4,678.77,0.3251774168112285,1
14183,69,46,2,286.29,0.3536114177574515,1
14186,217,62,5,1550.63,0.3452767702255165,1
14187,0,108,1,123.5,0.2841823056300268,1
14189,20,3,2,1160.31,0.3997240182936445,1
14190,0,301,1,79.9,0.0772117962466488,1
14191,334,29,2,132.9,0.3718419807601325,1
14192,0,23,1,293.74,0.3753351206434316,1
14193,0,31,1,356.8,0.3667560321715817,1
14194,310,27,15,7321.070000000001,0.412222046995742,0
14195,194,74,4,1603.6,0.3294669610471535,1
14197,0,45,1,390.05,0.3517426273458445,1
14198,303,35,5,868.33,0.3742311938180098,1
14199,106,58,3,906.3,0.3436839615202649,1
14200,0,252,1,379.2,0.1297587131367292,1
14201,179,44,3,446.1,0.3586973663460022,1
14202,243,16,3,847.76,0.3887241759974767,1
14203,0,32,1,339.34,0.3656836461126005,1
14204,315,57,3,901.93,0.3447563475792461,1
14205,248,29,7,1947.5,0.3865478631130736,1
14206,14,23,2,856.85,0.3782762971140199,1
14207,0,322,1,157.8,0.0546916890080428,1
14208,0,186,1,415.31,0.2005361930294906,1
14209,301,20,9,2919.84,0.4020816905850812,0
14210,331,6,11,3955.68,0.4229774483519949,0
14211,319,46,9,2161.19,0.3741996530515692,0
14212,0,80,1,1119.66,0.3142091152815013,1
14213,0,39,1,1192.2,0.3581769436997319,1
14215,363,3,4,1626.61,0.4056063712348211,1
14216,0,49,1,310.74,0.3474530831099196,1
14217,161,1,7,1411.91,0.4165746727645482,1
14219,83,44,2,543.89,0.355756189875414,1
14220,2,202,2,882.5999999999999,0.1863191925563791,1
14221,163,84,8,3084.69,0.330507806339694,0
14224,154,25,5,847.78,0.3849550544078221,1
14225,261,69,4,2037.02,0.3348288913420597,1
14226,0,76,1,770.34,0.3184986595174263,1
14227,255,49,5,3017.75,0.3592177889922726,0
14228,108,72,3,745.5,0.3286705566945276,1
14229,68,38,4,1046.84,0.3680728591704779,1
14230,112,70,3,979.8,0.3308153288124901,1
14231,0,85,1,309.91,0.3088471849865952,1
14233,178,100,3,1441.55,0.2986437470430531,1
14235,121,133,4,1573.13,0.2661961835672607,1
14236,133,7,4,1253.78,0.4013168269988961,1
14237,217,8,2,471.14,0.3943620879987384,1
14238,72,297,2,287.38,0.0844425169531619,1
14239,303,66,10,1882.32,0.3556931083425327,0
14240,0,58,1,357.15000000000003,0.3378016085790885,1
14241,0,331,1,120.0,0.0450402144772117,1
14243,110,0,8,4842.28,0.4205882352941176,0
14244,0,295,1,366.42,0.0836461126005362,1
14247,146,39,4,635.89,0.3670004731114967,1
14248,55,94,2,730.37,0.3021368869263523,1
14249,268,45,12,5625.461,0.3840955685223151,0
14252,0,16,1,350.99,0.3828418230563002,1
14253,129,128,2,363.4,0.2656757609209904,1
14254,0,67,1,601.03,0.3281501340482574,1
14255,0,181,1,1000.63,0.2058981233243968,1
14256,202,126,3,1504.93,0.2707617095095411,1
14257,268,15,4,2854.73,0.3927377385270462,0
14258,340,30,16,19381.36,0.4119460652893865,0
14260,77,106,3,824.28,0.2922094306891657,1
14263,0,58,1,322.93,0.3378016085790885,1
14264,232,14,4,1183.39,0.3938101245860275,1
14265,147,99,2,843.1700000000001,0.2967749566314461,1
14266,0,63,1,40.56,0.3324396782841823,1
14268,0,105,1,354.85,0.2873994638069705,1
14269,0,74,1,295.73,0.3206434316353888,1
14271,0,44,1,106.81,0.3528150134048258,1
14272,19,197,2,482.85,0.1916811228512852,1
14274,0,321,1,256.6,0.0557640750670241,1
14275,211,30,6,1189.38,0.3825343005835042,1
14276,253,42,4,982.94,0.3637833149345529,1
14277,314,46,6,13009.61,0.3653761236398045,0
14278,0,44,1,205.83,0.3528150134048258,1
14279,160,155,2,191.86,0.236721337328497,1
14281,0,43,1,245.15,0.353887399463807,1
14282,295,2,11,4120.32,0.4272669925879199,0
14283,106,98,4,628.44,0.3037296956316039,1
14284,0,288,1,704.4,0.0911528150134048,1
14285,217,148,4,1374.41,0.2501103926825422,1
14286,331,39,4,3851.01,0.3670004731114967,0
14290,318,48,3,2201.91,0.3544078221100772,0
14291,349,15,12,4020.85,0.4162671502917521,0
14292,220,45,7,4354.32,0.3693896861693739,0
14293,360,3,6,2221.37,0.4114887241759975,1
14294,0,42,1,375.34,0.3549597855227882,1
14295,292,73,4,2196.71,0.3305393471061347,1
14296,152,56,2,456.4,0.3428875571676392,1
14298,352,10,38,39667.19,0.4980996688219524,0
14299,371,0,19,10533.87,0.4529411764705882,0
14301,250,51,3,1352.04,0.3511906639331336,1
14302,306,65,3,742.9000000000001,0.3361772591073963,1
14303,27,42,2,277.94,0.3579009619933764,1
14304,190,14,2,1341.56,0.387927771644851,1
14306,298,13,4,1058.0800000000002,0.3948825106450087,1
14307,358,8,5,2075.31,0.4031856174105031,1
14308,0,184,2,1147.02,0.2056221416180413,1
14309,137,48,2,1428.28,0.351466645639489,1
14310,0,67,1,492.1,0.3281501340482574,1
14311,0,202,1,206.19,0.1833780160857908,1
14312,125,13,5,1478.7,0.3978236871155969,1
14314,0,65,1,109.8,0.3302949061662198,1
14315,70,199,2,716.69,0.1895363507333228,1
14316,208,57,5,1370.34,0.3506387005204227,1
14318,0,95,1,158.02,0.2981233243967828,1
14319,0,59,1,494.85,0.3367292225201073,1
14320,141,181,3,868.96,0.2117804762655732,1
14321,41,66,2,687.3100000000001,0.3321636965778268,1
14322,230,64,4,474.1,0.3401908216369658,1
14324,283,44,2,701.61,0.355756189875414,1
14325,0,204,1,245.48,0.1812332439678284,1
14326,69,98,2,757.13,0.2978473426904274,1
14327,318,17,5,1583.28,0.393534142879672,1
14328,0,73,1,445.05,0.3217158176943699,1
14329,348,10,8,4912.38,0.4098643747043053,0
14330,0,258,1,200.63,0.1233243967828418,1
14332,35,16,2,1077.2,0.3857829995268885,1
14334,143,60,4,1766.27,0.3444803658728907,1
14338,0,171,1,339.88,0.2166219839142091,1
14339,0,63,1,310.75,0.3324396782841823,1
14341,318,55,10,2285.04,0.3674893549913263,0
14342,39,67,2,249.88,0.3310913105188456,1
14343,268,56,4,1088.91,0.3487699101088157,1
14344,258,2,14,2443.77,0.4360905219996845,0
14346,72,60,3,1294.17,0.3415391894023025,1
14347,0,371,1,82.60000000000001,0.0021447721179624,1
14350,49,15,2,689.1,0.3868553855858697,1
14353,21,45,2,285.9,0.3546838038164328,1
14355,261,0,3,840.0500000000001,0.4058823529411764,1
14358,38,24,2,400.06,0.3772039110550386,1
14361,0,213,1,214.71,0.1715817694369973,1
14363,49,37,2,227.47000000000003,0.3632628922882826,1
14365,287,29,2,634.68,0.3718419807601325,1
14366,0,160,1,136.0,0.2284182305630026,1
14369,19,277,2,469.13,0.1058902381327866,1
14370,226,85,6,1175.78,0.3235530673395363,1
14372,156,78,2,860.08,0.319295063870052,1
14374,0,176,1,108.0,0.2112600536193029,1
14375,91,85,2,875.31,0.3117883614571834,1
14376,0,318,1,215.46,0.0589812332439678,1
14378,0,256,1,131.25,0.1254691689008042,1
14379,87,28,2,920.81,0.3729143668191137,1
14380,0,317,1,48.96,0.060053619302949,1
14381,0,86,1,428.66,0.3077747989276139,1
14382,0,25,1,620.73,0.3731903485254692,1
14384,0,135,1,58.5,0.2552278820375335,1
14388,315,7,9,3488.16,0.4160227093518372,0
14389,165,59,3,854.55,0.3426115754612837,1
14390,52,7,5,1747.01,0.4042580034694843,1
14391,0,211,1,135.6,0.1737265415549597,1
14392,0,67,1,266.4,0.3281501340482574,1
14394,0,199,1,93.8,0.1865951742627346,1
14395,228,7,12,4700.3,0.4248462387636019,0
14396,366,6,6,1633.94,0.4082715659990538,1
14398,126,36,2,707.79,0.3643352783472638,1
14399,280,29,8,2113.16,0.3894890395836619,1
14400,223,43,2,1157.77,0.3568285759343952,1
14401,301,59,9,2744.42,0.3602586342848132,0
14402,0,287,1,285.6,0.092225201072386,1
14403,49,224,2,404.7,0.162726699258792,1
14404,350,4,8,1424.79,0.4162986910581927,0
14405,0,21,1,195.0,0.3774798927613941,1
14408,261,106,4,1503.24,0.295150607159754,1
14409,198,3,5,1696.64,0.4085475477054093,1
14410,60,11,2,1546.07,0.3911449298217946,1
14412,0,59,1,656.16,0.3367292225201073,1
14413,279,45,3,647.67,0.357624980287021,1
14414,0,9,1,902.35,0.3903485254691689,1
14415,343,14,10,6191.32,0.4114571834095569,0
14417,0,22,1,604.2,0.3764075067024128,1
14419,0,17,1,202.85,0.381769436997319,1
14420,294,31,3,1251.65,0.3726383851127582,1
14421,179,147,4,1656.26,0.2511827787415234,1
14422,347,9,13,6007.88,0.4256426431162277,0
14423,256,72,2,651.4100000000001,0.3257293802239394,1
14425,302,69,3,661.39,0.3318877148714714,1
14426,242,38,7,7246.27,0.3768963885822425,0
14427,137,129,2,900.1800000000001,0.2646033748620091,1
14429,0,38,1,516.28,0.3592493297587131,1
14430,95,146,3,1220.9,0.2493139883299164,1
14431,308,14,3,2143.84,0.3908689481154392,0
14433,0,100,1,289.6,0.2927613941018767,1
14435,0,136,1,90.42,0.2541554959785523,1
14436,0,188,1,182.64,0.1983914209115281,1
14437,217,0,5,895.84,0.411764705882353,1
14439,244,78,4,6781.8,0.3251774168112285,0
14440,372,0,9,4281.05,0.4235294117647059,0
14441,316,9,7,2898.8,0.4079955842926983,1
14442,276,49,5,3777.2,0.3592177889922726,0
14443,10,3,2,966.27,0.3997240182936445,1
14444,0,91,1,132.04,0.3024128686327078,1
14445,0,90,1,221.65,0.3034852546916891,1
14446,0,21,1,201.73,0.3774798927613941,1
14447,0,35,1,548.5,0.3624664879356568,1
14449,64,7,5,1575.7,0.4042580034694843,1
14450,230,14,4,645.19,0.3938101245860275,1
14451,302,24,10,2646.18,0.4007333228197445,0
14452,126,30,2,401.15,0.3707695947011512,1
14454,357,11,5,977.3,0.3999684592335594,1
14455,63,67,4,628.21,0.3369736634600221,1
14458,0,15,1,237.42,0.3839142091152815,1
14459,0,286,1,3537.821,0.0932975871313672,0
14460,327,31,6,659.16,0.3814619145245229,1
14461,307,17,10,4610.44,0.4082400252326131,0
14462,0,67,1,265.99,0.3281501340482574,1
14463,0,134,1,256.95,0.2563002680965147,1
14464,59,203,2,111.0,0.1852468064973979,1
14465,273,63,8,2887.41,0.3530279135782999,0
14466,353,7,7,2374.5,0.4101403564106607,1
14467,347,24,8,1622.23,0.394850969878568,1
14468,0,368,1,204.24,0.0053619302949061,1
14469,263,51,4,2112.21,0.3541318404037218,1
14470,0,65,1,250.85,0.3302949061662198,1
14471,141,226,2,400.95,0.1605819271408295,1
14472,0,324,1,291.38,0.0525469168900804,1
14474,0,214,1,730.42,0.170509383378016,1
14475,0,43,1,225.3,0.353887399463807,1
14477,267,71,3,660.0,0.3297429427535089,1
14478,356,17,4,1276.66,0.3905929664090837,1
14479,367,0,3,982.86,0.4058823529411764,1
14480,315,37,3,1020.47,0.3662040687588708,1
14481,270,42,3,1674.98,0.3608421384639647,1
14482,91,14,6,2289.76,0.3996924775272039,1
14483,0,371,1,120.0,0.0021447721179624,1
14484,321,36,3,749.0600000000001,0.367276454817852,1
14486,41,146,2,175.5,0.2463728118593281,1
14487,10,3,2,257.28000000000003,0.3997240182936445,1
14489,175,72,3,1111.55,0.3286705566945276,1
14490,22,41,2,1273.47,0.3589733480523577,1
14491,0,7,1,127.2,0.3924932975871313,1
14492,188,65,7,1921.91,0.3479419649897493,1
14493,251,25,5,2746.91,0.3849550544078221,1
14494,329,36,2,261.9,0.3643352783472638,1
14495,0,294,1,51.0,0.0847184986595174,1
14496,260,8,6,2129.42,0.4061267938810913,1
14497,0,308,1,221.69,0.0697050938337801,1
14498,148,36,5,1953.95,0.3731588077590285,1
14499,95,9,4,1323.65,0.3991720548809336,1
14505,326,39,11,6096.2,0.3875887084056143,0
14506,230,4,3,1278.5,0.4015928087052515,1
14507,350,13,5,1901.25,0.3978236871155969,1
14508,164,11,3,598.52,0.3940861062923829,1
14509,0,169,1,110.95,0.2187667560321715,1
14510,60,10,3,1007.28,0.3951584923513641,1
14512,348,18,5,948.19,0.3924617568206908,1
14513,131,71,3,332.42,0.3297429427535089,1
14514,289,71,6,3543.63,0.3385664721652736,0
14515,162,22,6,1647.17,0.391113389055354,1
14516,0,151,1,163.92,0.2380697050938337,1
14519,45,318,2,206.09,0.061922409714556,1
14521,0,126,1,199.45,0.2648793565683646,1
14522,88,230,4,784.08,0.162174735846081,1
14524,6,44,4,1066.03,0.3616385428165905,1
14525,298,63,8,3908.44,0.3530279135782999,0
14526,0,24,1,262.4,0.3742627345844504,1
14527,372,0,69,19283.48,0.6000000000000001,0
14530,291,31,10,3271.49,0.3932266204068759,0
14531,0,114,1,376.34,0.2777479892761394,1
14532,287,46,7,2926.33,0.3683173001103927,1
14533,203,42,4,1516.65,0.3637833149345529,1
14534,236,32,8,1824.06,0.3862718814067181,0
14535,258,30,6,3166.54,0.3825343005835042,0
14537,0,258,1,285.84,0.1233243967828418,1
14538,152,165,3,982.59,0.2289386532092729,1
14540,352,14,8,2799.08,0.4055748304683804,1
14541,285,51,6,1038.03,0.3600141933448983,1
14543,357,15,23,11276.44,0.4486200914682227,0
14544,0,105,1,957.98,0.2873994638069705,1
14545,0,309,1,349.25,0.0686327077747989,1
14546,356,11,6,2619.81,0.4029096357041476,1
14548,249,119,7,1974.69,0.2900331178047626,1
14549,316,55,3,627.3100000000001,0.3469011196972086,1
14550,95,23,2,587.69,0.3782762971140199,1
14551,270,46,5,693.8100000000001,0.3624349471692162,1
14552,211,15,2,346.21,0.3868553855858697,1
14553,97,46,4,982.27,0.359493770698628,1
14555,339,16,4,1991.49,0.391665352468065,1
14556,92,231,3,835.34,0.1581611733165116,1
14558,77,289,3,655.5,0.0959627818956,1
14559,0,25,1,75.6,0.3731903485254692,1
14560,357,14,22,3876.26,0.4467513010566157,0
14562,279,25,8,1654.63,0.3937785838195868,0
14563,82,144,2,679.44,0.2485175839772906,1
14564,300,69,2,2605.62,0.3289465384008831,0
14565,0,108,1,760.1,0.2841823056300268,1
14566,116,52,3,2660.0,0.3501182778741523,0
14568,0,70,1,919.7,0.3249329758713137,1
14569,150,87,3,371.59,0.3125847658098091,1
14570,0,78,1,395.69,0.3163538873994638,1
14571,0,60,1,161.65,0.335656836461126,1
14572,204,52,4,2782.34,0.3530594543447406,0
14573,328,7,5,968.0,0.4042580034694843,1
14574,0,367,1,143.70000000000002,0.0064343163538874,1
14575,0,123,1,460.71,0.2680965147453083,1
14576,0,7,1,35.400000000000006,0.3924932975871313,1
14577,334,29,3,514.54,0.3747831572307207,1
14579,0,67,1,105.56,0.3281501340482574,1
14580,0,153,1,14.85,0.2359249329758713,1
14581,0,179,1,295.2,0.2080428954423592,1
14583,238,18,3,728.48,0.3865794038795143,1
14584,238,56,4,705.65,0.3487699101088157,1
14585,34,17,4,986.22,0.3905929664090837,1
14588,0,213,1,135.39,0.1715817694369973,1
14589,0,6,1,39.75,0.3935656836461126,1
14590,307,59,20,3006.62,0.3926115754612838,0
14593,332,32,9,3094.02,0.3892130578773064,0
14594,0,8,1,255.0,0.3914209115281502,1
14595,234,88,2,423.85,0.3085712032802397,1
14596,0,261,1,229.47,0.1201072386058981,1
14597,58,14,4,1318.39,0.3938101245860275,1
14598,0,204,1,162.07,0.1812332439678284,1
14599,118,25,2,474.54,0.3761315249960574,1
14600,0,28,1,471.84,0.3699731903485255,1
14602,0,291,1,205.36,0.0879356568364611,1
14604,0,268,1,143.86,0.1126005361930294,1
14605,357,9,4,937.16,0.3991720548809336,1
14606,369,1,102,18704.41,0.6959864374704305,0
14607,257,102,8,7568.13,0.3112048572780319,0
14608,354,14,7,1567.79,0.4026336539977921,1
14609,278,25,6,884.64,0.3878962308784103,1
14610,118,30,2,24.35,0.3707695947011512,1
14611,154,78,2,604.33,0.319295063870052,1
14612,0,50,1,877.7,0.3463806970509384,1
14613,0,315,1,76.32000000000001,0.0621983914209115,1
14614,0,21,1,295.13,0.3774798927613941,1
14615,153,29,5,951.76,0.3806655101718972,1
14616,163,20,2,121.7,0.3814934552909635,1
14617,13,37,2,190.47,0.3632628922882826,1
14618,170,11,4,788.88,0.3970272827629711,1
14619,0,176,1,896.8,0.2112600536193029,1
14621,171,146,4,1212.21,0.2522551648005046,1
14623,221,15,5,1170.33,0.3956789149976344,1
14624,189,50,4,588.22,0.3552042264627031,1
14625,348,9,9,3598.25,0.4138779372338748,0
14626,333,30,7,2619.65,0.3854754770540924,1
14627,0,14,1,462.75,0.3849865951742627,1
14628,241,77,3,1326.04,0.3233086263996215,1
14630,0,119,1,338.65,0.2723860589812332,1
14631,100,21,3,1018.71,0.3833622457025705,1
14634,104,72,4,2124.46,0.3316117331651159,1
14635,0,88,1,215.22,0.3056300268096515,1
14637,0,312,1,106.68,0.0654155495978552,1
14639,253,43,3,1994.47,0.3597697524049834,1
14640,276,44,4,1541.98,0.3616385428165905,1
14643,110,252,3,986.08,0.1356410660779057,1
14644,321,49,5,1416.96,0.3592177889922726,1
